layer,site,format,corpus,m,k,n,input_hash_ds4_64,candidate_dispatches,grid_y,bit_diffs,first_index,first_ref_bits,first_got_bits,max_abs,result
12,0,f16,C5,4,16384,24,aded9f22f517c091,1,1,0,-1,00000000,00000000,0,PASS
12,1,q8_0,C5,2,4096,1024,b9ce528661f74391,1,1,0,-1,00000000,00000000,0,PASS
12,1,q8_0,C5,3,4096,1024,95559d499594c60b,1,1,0,-1,00000000,00000000,0,PASS
12,1,q8_0,C5,4,4096,1024,01fe8d76e5188faa,1,1,0,-1,00000000,00000000,0,PASS
12,2,q8_0,C5,2,4096,512,b9ce528661f74391,1,1,0,-1,00000000,00000000,0,PASS
12,2,q8_0,C5,3,4096,512,95559d499594c60b,1,1,0,-1,00000000,00000000,0,PASS
12,2,q8_0,C5,4,4096,512,01fe8d76e5188faa,1,1,0,-1,00000000,00000000,0,PASS
12,3,q8_0,C5,2,1024,32768,d2f1ae192a6ba686,1,1,0,-1,00000000,00000000,0,PASS
12,3,q8_0,C5,3,1024,32768,41b1f6abc169cb63,1,1,0,-1,00000000,00000000,0,PASS
12,3,q8_0,C5,4,1024,32768,b0898d3886433dad,1,1,0,-1,00000000,00000000,0,PASS
12,4,q8_0,C5,2,8192,4096,9b95238113f473db,1,1,0,-1,00000000,00000000,0,PASS
12,4,q8_0,C5,3,8192,4096,ec5870167bad3f50,1,1,0,-1,00000000,00000000,0,PASS
12,4,q8_0,C5,4,8192,4096,896cd9a000abf0c9,1,1,0,-1,00000000,00000000,0,PASS
12,5,f16,C5,2,16384,24,07a9d70717050762,1,1,0,-1,00000000,00000000,0,PASS
12,5,f16,C5,3,16384,24,0501c43332cd7bbe,1,1,0,-1,00000000,00000000,0,PASS
12,5,f16,C5,4,16384,24,78372f1ab39c44a1,1,1,0,-1,00000000,00000000,0,PASS
12,6,f16,C5,2,4096,256,4a562fc246c20b8b,1,1,0,-1,00000000,00000000,0,PASS
12,6,f16,C5,3,4096,256,6d0fa48b1b13ac84,1,1,0,-1,00000000,00000000,0,PASS
12,6,f16,C5,4,4096,256,113344a676bea9bc,1,1,0,-1,00000000,00000000,0,PASS
13,0,f16,C5,2,16384,24,75e2c048dd7f4e10,1,1,0,-1,00000000,00000000,0,PASS
13,0,f16,C5,3,16384,24,bd5989b1cbdc80b4,1,1,0,-1,00000000,00000000,0,PASS
13,0,f16,C5,4,16384,24,9d60a93221865379,1,1,0,-1,00000000,00000000,0,PASS
13,1,q8_0,C5,2,4096,1024,937240899f97c32b,1,1,0,-1,00000000,00000000,0,PASS
13,1,q8_0,C5,3,4096,1024,df05043ae408dd80,1,1,0,-1,00000000,00000000,0,PASS
13,1,q8_0,C5,4,4096,1024,9c77d46ed5830d9b,1,1,0,-1,00000000,00000000,0,PASS
13,2,q8_0,C5,2,4096,512,937240899f97c32b,1,1,0,-1,00000000,00000000,0,PASS
13,2,q8_0,C5,3,4096,512,df05043ae408dd80,1,1,0,-1,00000000,00000000,0,PASS
13,2,q8_0,C5,4,4096,512,9c77d46ed5830d9b,1,1,0,-1,00000000,00000000,0,PASS
13,3,q8_0,C5,2,1024,32768,48b9e79bbc74aa16,1,1,0,-1,00000000,00000000,0,PASS
13,3,q8_0,C5,3,1024,32768,d04cd55c3ed8f874,1,1,0,-1,00000000,00000000,0,PASS
13,3,q8_0,C5,4,1024,32768,4f0abd20332f1206,1,1,0,-1,00000000,00000000,0,PASS
13,4,q8_0,C5,2,8192,4096,a27a427db465a3f7,1,1,0,-1,00000000,00000000,0,PASS
13,4,q8_0,C5,3,8192,4096,63b7ef944e0cead7,1,1,0,-1,00000000,00000000,0,PASS
13,4,q8_0,C5,4,8192,4096,bee91df87468968b,1,1,0,-1,00000000,00000000,0,PASS
13,5,f16,C5,2,16384,24,70f3bd1c42ab8534,1,1,0,-1,00000000,00000000,0,PASS
13,5,f16,C5,3,16384,24,98d86a0f673aeb3f,1,1,0,-1,00000000,00000000,0,PASS
13,5,f16,C5,4,16384,24,d6a903b7bdd8d188,1,1,0,-1,00000000,00000000,0,PASS
13,6,f16,C5,2,4096,256,859c9a5da52461e9,1,1,0,-1,00000000,00000000,0,PASS
13,6,f16,C5,3,4096,256,cd2d186225df5e20,1,1,0,-1,00000000,00000000,0,PASS
13,6,f16,C5,4,4096,256,64af8b68ab18d184,1,1,0,-1,00000000,00000000,0,PASS
14,0,f16,C5,2,16384,24,d625083068ee30bf,1,1,0,-1,00000000,00000000,0,PASS
14,0,f16,C5,3,16384,24,d5e6edbe836b42e5,1,1,0,-1,00000000,00000000,0,PASS
14,0,f16,C5,4,16384,24,e457ea7c721c477a,1,1,0,-1,00000000,00000000,0,PASS
14,1,q8_0,C5,2,4096,1024,02db3c5c3bf6ffb0,1,1,0,-1,00000000,00000000,0,PASS
14,1,q8_0,C5,3,4096,1024,20654830ccdeb92c,1,1,0,-1,00000000,00000000,0,PASS
14,1,q8_0,C5,4,4096,1024,7de1165369549599,1,1,0,-1,00000000,00000000,0,PASS
14,2,q8_0,C5,2,4096,512,02db3c5c3bf6ffb0,1,1,0,-1,00000000,00000000,0,PASS
14,2,q8_0,C5,3,4096,512,20654830ccdeb92c,1,1,0,-1,00000000,00000000,0,PASS
14,2,q8_0,C5,4,4096,512,7de1165369549599,1,1,0,-1,00000000,00000000,0,PASS
14,3,q8_0,C5,2,1024,32768,bdf5563469552408,1,1,0,-1,00000000,00000000,0,PASS
14,3,q8_0,C5,3,1024,32768,5dca84d9168cd164,1,1,0,-1,00000000,00000000,0,PASS
14,3,q8_0,C5,4,1024,32768,a5490402cb456f38,1,1,0,-1,00000000,00000000,0,PASS
14,4,q8_0,C5,2,8192,4096,b74fa74ced5ca14d,1,1,0,-1,00000000,00000000,0,PASS
14,4,q8_0,C5,3,8192,4096,c4b14922836d98b8,1,1,0,-1,00000000,00000000,0,PASS
14,4,q8_0,C5,4,8192,4096,bed0c15c3ac0c633,1,1,0,-1,00000000,00000000,0,PASS
14,5,f16,C5,2,16384,24,7d06f69bd2c8c250,1,1,0,-1,00000000,00000000,0,PASS
14,5,f16,C5,3,16384,24,78cbf39ee8bf37c9,1,1,0,-1,00000000,00000000,0,PASS
14,5,f16,C5,4,16384,24,bfdc9b803c22e842,1,1,0,-1,00000000,00000000,0,PASS
14,6,f16,C5,2,4096,256,48a1327c5d8bee50,1,1,0,-1,00000000,00000000,0,PASS
14,6,f16,C5,3,4096,256,03c1df7cd5cd200b,1,1,0,-1,00000000,00000000,0,PASS
14,6,f16,C5,4,4096,256,a6402c8dc0b0dc8f,1,1,0,-1,00000000,00000000,0,PASS
15,0,f16,C5,2,16384,24,68baa54a10810655,1,1,0,-1,00000000,00000000,0,PASS
15,0,f16,C5,3,16384,24,8e54c4e5b5e744d2,1,1,0,-1,00000000,00000000,0,PASS
15,0,f16,C5,4,16384,24,7b2dd592d30b2cff,1,1,0,-1,00000000,00000000,0,PASS
15,1,q8_0,C5,2,4096,1024,99abd42bbf3d3bf2,1,1,0,-1,00000000,00000000,0,PASS
15,1,q8_0,C5,3,4096,1024,69e3526d7148678c,1,1,0,-1,00000000,00000000,0,PASS
15,1,q8_0,C5,4,4096,1024,64f4f121d2b7ae75,1,1,0,-1,00000000,00000000,0,PASS
15,2,q8_0,C5,2,4096,512,99abd42bbf3d3bf2,1,1,0,-1,00000000,00000000,0,PASS
15,2,q8_0,C5,3,4096,512,69e3526d7148678c,1,1,0,-1,00000000,00000000,0,PASS
15,2,q8_0,C5,4,4096,512,64f4f121d2b7ae75,1,1,0,-1,00000000,00000000,0,PASS
15,3,q8_0,C5,2,1024,32768,aa73fc8d9135e32e,1,1,0,-1,00000000,00000000,0,PASS
15,3,q8_0,C5,3,1024,32768,65d698925230df04,1,1,0,-1,00000000,00000000,0,PASS
15,3,q8_0,C5,4,1024,32768,f83a2e3fa23df0ab,1,1,0,-1,00000000,00000000,0,PASS
15,4,q8_0,C5,2,8192,4096,b11d78004367e5c7,1,1,0,-1,00000000,00000000,0,PASS
15,4,q8_0,C5,3,8192,4096,16219523e526afdc,1,1,0,-1,00000000,00000000,0,PASS
15,4,q8_0,C5,4,8192,4096,a541600cfa1954ed,1,1,0,-1,00000000,00000000,0,PASS
15,5,f16,C5,2,16384,24,f41f4e8e4b309c03,1,1,0,-1,00000000,00000000,0,PASS
15,5,f16,C5,3,16384,24,e954162b831e2f39,1,1,0,-1,00000000,00000000,0,PASS
15,5,f16,C5,4,16384,24,633141533cf7d30c,1,1,0,-1,00000000,00000000,0,PASS
15,6,f16,C5,2,4096,256,fb523440deabfaeb,1,1,0,-1,00000000,00000000,0,PASS
15,6,f16,C5,3,4096,256,4c9eebabf81b74c1,1,1,0,-1,00000000,00000000,0,PASS
15,6,f16,C5,4,4096,256,36a5a0d8b67514fd,1,1,0,-1,00000000,00000000,0,PASS
16,0,f16,C5,2,16384,24,de445460c71c9d12,1,1,0,-1,00000000,00000000,0,PASS
16,0,f16,C5,3,16384,24,86b1004c98105514,1,1,0,-1,00000000,00000000,0,PASS
16,0,f16,C5,4,16384,24,c295b8c91d0b3d9e,1,1,0,-1,00000000,00000000,0,PASS
16,1,q8_0,C5,2,4096,1024,cf2300764a572a62,1,1,0,-1,00000000,00000000,0,PASS
16,1,q8_0,C5,3,4096,1024,e9af22affc9bf961,1,1,0,-1,00000000,00000000,0,PASS
16,1,q8_0,C5,4,4096,1024,207ee3e175f8046c,1,1,0,-1,00000000,00000000,0,PASS
16,2,q8_0,C5,2,4096,512,cf2300764a572a62,1,1,0,-1,00000000,00000000,0,PASS
16,2,q8_0,C5,3,4096,512,e9af22affc9bf961,1,1,0,-1,00000000,00000000,0,PASS
16,2,q8_0,C5,4,4096,512,207ee3e175f8046c,1,1,0,-1,00000000,00000000,0,PASS
16,3,q8_0,C5,2,1024,32768,60139913ce6e1c11,1,1,0,-1,00000000,00000000,0,PASS
16,3,q8_0,C5,3,1024,32768,e9da87bc5c96187d,1,1,0,-1,00000000,00000000,0,PASS
16,3,q8_0,C5,4,1024,32768,8b64a5e2834cb862,1,1,0,-1,00000000,00000000,0,PASS
16,4,q8_0,C5,2,8192,4096,e52c1a9185374b10,1,1,0,-1,00000000,00000000,0,PASS
16,4,q8_0,C5,3,8192,4096,13225bb839bda9e8,1,1,0,-1,00000000,00000000,0,PASS
16,4,q8_0,C5,4,8192,4096,f68d4d9c1674f793,1,1,0,-1,00000000,00000000,0,PASS
16,5,f16,C5,2,16384,24,a792227a02eb9bfc,1,1,0,-1,00000000,00000000,0,PASS
16,5,f16,C5,3,16384,24,82b73e48d935b6c9,1,1,0,-1,00000000,00000000,0,PASS
16,5,f16,C5,4,16384,24,5c0f4a95d1b5fc41,1,1,0,-1,00000000,00000000,0,PASS
16,6,f16,C5,2,4096,256,e1ee291360b80c95,1,1,0,-1,00000000,00000000,0,PASS
16,6,f16,C5,3,4096,256,cc6ef62acf1a9d4d,1,1,0,-1,00000000,00000000,0,PASS
16,6,f16,C5,4,4096,256,d3331acc7e1abcce,1,1,0,-1,00000000,00000000,0,PASS
17,0,f16,C5,2,16384,24,9ff873bc7e0e3893,1,1,0,-1,00000000,00000000,0,PASS
17,0,f16,C5,3,16384,24,b01feaeb30766011,1,1,0,-1,00000000,00000000,0,PASS
17,0,f16,C5,4,16384,24,3073cf6c4cd92d4f,1,1,0,-1,00000000,00000000,0,PASS
17,1,q8_0,C5,2,4096,1024,dabb2dd0a97f3c08,1,1,0,-1,00000000,00000000,0,PASS
17,1,q8_0,C5,3,4096,1024,db2a40b0cb77d037,1,1,0,-1,00000000,00000000,0,PASS
17,1,q8_0,C5,4,4096,1024,710e13511f41bead,1,1,0,-1,00000000,00000000,0,PASS
17,2,q8_0,C5,2,4096,512,dabb2dd0a97f3c08,1,1,0,-1,00000000,00000000,0,PASS
17,2,q8_0,C5,3,4096,512,db2a40b0cb77d037,1,1,0,-1,00000000,00000000,0,PASS
17,2,q8_0,C5,4,4096,512,710e13511f41bead,1,1,0,-1,00000000,00000000,0,PASS
17,3,q8_0,C5,2,1024,32768,474cb0978ef53e45,1,1,0,-1,00000000,00000000,0,PASS
17,3,q8_0,C5,3,1024,32768,b5e2a14c0794918a,1,1,0,-1,00000000,00000000,0,PASS
17,3,q8_0,C5,4,1024,32768,79f1772c6575c7d2,1,1,0,-1,00000000,00000000,0,PASS
17,4,q8_0,C5,2,8192,4096,181d45689dcfc787,1,1,0,-1,00000000,00000000,0,PASS
17,4,q8_0,C5,3,8192,4096,db395b825ae1f1ed,1,1,0,-1,00000000,00000000,0,PASS
17,4,q8_0,C5,4,8192,4096,48c1d38912323410,1,1,0,-1,00000000,00000000,0,PASS
17,5,f16,C5,2,16384,24,2ad7ef3b126eb313,1,1,0,-1,00000000,00000000,0,PASS
17,5,f16,C5,3,16384,24,ea784ba08b9cddc6,1,1,0,-1,00000000,00000000,0,PASS
17,5,f16,C5,4,16384,24,9ee4f2124090bfd6,1,1,0,-1,00000000,00000000,0,PASS
17,6,f16,C5,2,4096,256,17709e6b968523e1,1,1,0,-1,00000000,00000000,0,PASS
17,6,f16,C5,3,4096,256,d48a423345c7a24f,1,1,0,-1,00000000,00000000,0,PASS
17,6,f16,C5,4,4096,256,72c02d39cc1e5f1f,1,1,0,-1,00000000,00000000,0,PASS
18,0,f16,C5,2,16384,24,307978a1fbca13ef,1,1,0,-1,00000000,00000000,0,PASS
18,0,f16,C5,3,16384,24,b0c7e3cef656d22d,1,1,0,-1,00000000,00000000,0,PASS
18,0,f16,C5,4,16384,24,6596afc2e865cf2c,1,1,0,-1,00000000,00000000,0,PASS
18,1,q8_0,C5,2,4096,1024,43cd05d18952ae0b,1,1,0,-1,00000000,00000000,0,PASS
18,1,q8_0,C5,3,4096,1024,222e344384f7a445,1,1,0,-1,00000000,00000000,0,PASS
18,1,q8_0,C5,4,4096,1024,7cccc9e95f2bb79b,1,1,0,-1,00000000,00000000,0,PASS
18,2,q8_0,C5,2,4096,512,43cd05d18952ae0b,1,1,0,-1,00000000,00000000,0,PASS
18,2,q8_0,C5,3,4096,512,222e344384f7a445,1,1,0,-1,00000000,00000000,0,PASS
18,2,q8_0,C5,4,4096,512,7cccc9e95f2bb79b,1,1,0,-1,00000000,00000000,0,PASS
18,3,q8_0,C5,2,1024,32768,e0c3d40247ca7bd0,1,1,0,-1,00000000,00000000,0,PASS
18,3,q8_0,C5,3,1024,32768,0fe1246ec808396e,1,1,0,-1,00000000,00000000,0,PASS
18,3,q8_0,C5,4,1024,32768,4eae020a718634d5,1,1,0,-1,00000000,00000000,0,PASS
18,4,q8_0,C5,2,8192,4096,99ecf7632646fc5a,1,1,0,-1,00000000,00000000,0,PASS
18,4,q8_0,C5,3,8192,4096,1cc6a77f0d51cb12,1,1,0,-1,00000000,00000000,0,PASS
18,4,q8_0,C5,4,8192,4096,55e83e94844795ce,1,1,0,-1,00000000,00000000,0,PASS
18,5,f16,C5,2,16384,24,a94434c07cb32075,1,1,0,-1,00000000,00000000,0,PASS
18,5,f16,C5,3,16384,24,ee30b66a47a5d7de,1,1,0,-1,00000000,00000000,0,PASS
18,5,f16,C5,4,16384,24,7524719630cfa862,1,1,0,-1,00000000,00000000,0,PASS
18,6,f16,C5,2,4096,256,fa8afa2d79ef9262,1,1,0,-1,00000000,00000000,0,PASS
18,6,f16,C5,3,4096,256,eae0b40b072baf97,1,1,0,-1,00000000,00000000,0,PASS
18,6,f16,C5,4,4096,256,1bee85a1e55b52a2,1,1,0,-1,00000000,00000000,0,PASS
19,0,f16,C5,2,16384,24,b6b560587f020d5c,1,1,0,-1,00000000,00000000,0,PASS
19,0,f16,C5,3,16384,24,fb065d6925f91070,1,1,0,-1,00000000,00000000,0,PASS
19,0,f16,C5,4,16384,24,b206e1ae727772a2,1,1,0,-1,00000000,00000000,0,PASS
19,1,q8_0,C5,2,4096,1024,a8aeb3b468caa89c,1,1,0,-1,00000000,00000000,0,PASS
19,1,q8_0,C5,3,4096,1024,e1f05b10ace286ae,1,1,0,-1,00000000,00000000,0,PASS
19,1,q8_0,C5,4,4096,1024,fd67a0065b530ac5,1,1,0,-1,00000000,00000000,0,PASS
19,2,q8_0,C5,2,4096,512,a8aeb3b468caa89c,1,1,0,-1,00000000,00000000,0,PASS
19,2,q8_0,C5,3,4096,512,e1f05b10ace286ae,1,1,0,-1,00000000,00000000,0,PASS
19,2,q8_0,C5,4,4096,512,fd67a0065b530ac5,1,1,0,-1,00000000,00000000,0,PASS
19,3,q8_0,C5,2,1024,32768,9036f44c56db3363,1,1,0,-1,00000000,00000000,0,PASS
19,3,q8_0,C5,3,1024,32768,d3221c216bfdfbd1,1,1,0,-1,00000000,00000000,0,PASS
19,3,q8_0,C5,4,1024,32768,97f14214c7b66566,1,1,0,-1,00000000,00000000,0,PASS
19,4,q8_0,C5,2,8192,4096,058902783b0d9a6f,1,1,0,-1,00000000,00000000,0,PASS
19,4,q8_0,C5,3,8192,4096,175824ba60f4ed02,1,1,0,-1,00000000,00000000,0,PASS
19,4,q8_0,C5,4,8192,4096,661df384f86f4e7e,1,1,0,-1,00000000,00000000,0,PASS
19,5,f16,C5,2,16384,24,bf3f631cfbc9f032,1,1,0,-1,00000000,00000000,0,PASS
19,5,f16,C5,3,16384,24,b1fec02e42173712,1,1,0,-1,00000000,00000000,0,PASS
19,5,f16,C5,4,16384,24,897660a013de5e4b,1,1,0,-1,00000000,00000000,0,PASS
19,6,f16,C5,2,4096,256,2d59898522f3bfc2,1,1,0,-1,00000000,00000000,0,PASS
19,6,f16,C5,3,4096,256,e527c40a64665066,1,1,0,-1,00000000,00000000,0,PASS
19,6,f16,C5,4,4096,256,6670491b996595b3,1,1,0,-1,00000000,00000000,0,PASS
20,0,f16,C5,2,16384,24,40b22c707a9cd5df,1,1,0,-1,00000000,00000000,0,PASS
20,0,f16,C5,3,16384,24,fad29b9d62359a0e,1,1,0,-1,00000000,00000000,0,PASS
20,0,f16,C5,4,16384,24,bf47dd04d2e4a82d,1,1,0,-1,00000000,00000000,0,PASS
20,1,q8_0,C5,2,4096,1024,22e02d1eb40b0476,1,1,0,-1,00000000,00000000,0,PASS
20,1,q8_0,C5,3,4096,1024,7293acb7e7aa3e21,1,1,0,-1,00000000,00000000,0,PASS
20,1,q8_0,C5,4,4096,1024,2a09f7f0d0a987c2,1,1,0,-1,00000000,00000000,0,PASS
20,2,q8_0,C5,2,4096,512,22e02d1eb40b0476,1,1,0,-1,00000000,00000000,0,PASS
20,2,q8_0,C5,3,4096,512,7293acb7e7aa3e21,1,1,0,-1,00000000,00000000,0,PASS
20,2,q8_0,C5,4,4096,512,2a09f7f0d0a987c2,1,1,0,-1,00000000,00000000,0,PASS
20,3,q8_0,C5,2,1024,32768,437b6496c93bfa60,1,1,0,-1,00000000,00000000,0,PASS
20,3,q8_0,C5,3,1024,32768,a25067d3eae579bb,1,1,0,-1,00000000,00000000,0,PASS
20,3,q8_0,C5,4,1024,32768,037c1e9a38870751,1,1,0,-1,00000000,00000000,0,PASS
20,4,q8_0,C5,2,8192,4096,4926e20d2651b3a5,1,1,0,-1,00000000,00000000,0,PASS
20,4,q8_0,C5,3,8192,4096,9de86cacff1701a5,1,1,0,-1,00000000,00000000,0,PASS
20,4,q8_0,C5,4,8192,4096,9d74fac27f423775,1,1,0,-1,00000000,00000000,0,PASS
20,5,f16,C5,2,16384,24,c8dc9e47e069f489,1,1,0,-1,00000000,00000000,0,PASS
20,5,f16,C5,3,16384,24,9ef6035df6ce76a2,1,1,0,-1,00000000,00000000,0,PASS
20,5,f16,C5,4,16384,24,a02315d1767a63e6,1,1,0,-1,00000000,00000000,0,PASS
20,6,f16,C5,2,4096,256,0bc1889fa9875166,1,1,0,-1,00000000,00000000,0,PASS
20,6,f16,C5,3,4096,256,7bd201ed2529f8e1,1,1,0,-1,00000000,00000000,0,PASS
20,6,f16,C5,4,4096,256,84e4d22740b01269,1,1,0,-1,00000000,00000000,0,PASS
21,0,f16,C5,2,16384,24,6f3f5e8c743696a3,1,1,0,-1,00000000,00000000,0,PASS
21,0,f16,C5,3,16384,24,1de871bb0771c835,1,1,0,-1,00000000,00000000,0,PASS
21,0,f16,C5,4,16384,24,5d85592020b9cc1b,1,1,0,-1,00000000,00000000,0,PASS
21,1,q8_0,C5,2,4096,1024,63e02be1a98dfbb2,1,1,0,-1,00000000,00000000,0,PASS
21,1,q8_0,C5,3,4096,1024,30c3737a61249ba1,1,1,0,-1,00000000,00000000,0,PASS
21,1,q8_0,C5,4,4096,1024,b5355cdda2df8a82,1,1,0,-1,00000000,00000000,0,PASS
21,2,q8_0,C5,2,4096,512,63e02be1a98dfbb2,1,1,0,-1,00000000,00000000,0,PASS
21,2,q8_0,C5,3,4096,512,30c3737a61249ba1,1,1,0,-1,00000000,00000000,0,PASS
21,2,q8_0,C5,4,4096,512,b5355cdda2df8a82,1,1,0,-1,00000000,00000000,0,PASS
21,3,q8_0,C5,2,1024,32768,ef0d989e2a11147e,1,1,0,-1,00000000,00000000,0,PASS
21,3,q8_0,C5,3,1024,32768,2a31a3640f79ddae,1,1,0,-1,00000000,00000000,0,PASS
21,3,q8_0,C5,4,1024,32768,3d841cf3abd97996,1,1,0,-1,00000000,00000000,0,PASS
21,4,q8_0,C5,2,8192,4096,0edcb1f332e47ddb,1,1,0,-1,00000000,00000000,0,PASS
21,4,q8_0,C5,3,8192,4096,7882c20e4b3ee971,1,1,0,-1,00000000,00000000,0,PASS
21,4,q8_0,C5,4,8192,4096,75d60d736e6da941,1,1,0,-1,00000000,00000000,0,PASS
21,5,f16,C5,2,16384,24,6cde43564987fdaf,1,1,0,-1,00000000,00000000,0,PASS
21,5,f16,C5,3,16384,24,5c4f19cef8b28d70,1,1,0,-1,00000000,00000000,0,PASS
21,5,f16,C5,4,16384,24,27d5c55ff23a355e,1,1,0,-1,00000000,00000000,0,PASS
21,6,f16,C5,2,4096,256,0b0efd6997186103,1,1,0,-1,00000000,00000000,0,PASS
21,6,f16,C5,3,4096,256,dcbaaea0caa30551,1,1,0,-1,00000000,00000000,0,PASS
21,6,f16,C5,4,4096,256,fd4655dd99d835ba,1,1,0,-1,00000000,00000000,0,PASS
22,0,f16,C5,2,16384,24,3792bea1b7ed3223,1,1,0,-1,00000000,00000000,0,PASS
22,0,f16,C5,3,16384,24,b93cd4614f84f1dd,1,1,0,-1,00000000,00000000,0,PASS
22,0,f16,C5,4,16384,24,de63184f9c1db1db,1,1,0,-1,00000000,00000000,0,PASS
22,1,q8_0,C5,2,4096,1024,463bfa24520c2279,1,1,0,-1,00000000,00000000,0,PASS
22,1,q8_0,C5,3,4096,1024,4a434755ba8e33e8,1,1,0,-1,00000000,00000000,0,PASS
22,1,q8_0,C5,4,4096,1024,ef5da22bbd58d8ac,1,1,0,-1,00000000,00000000,0,PASS
22,2,q8_0,C5,2,4096,512,463bfa24520c2279,1,1,0,-1,00000000,00000000,0,PASS
22,2,q8_0,C5,3,4096,512,4a434755ba8e33e8,1,1,0,-1,00000000,00000000,0,PASS
22,2,q8_0,C5,4,4096,512,ef5da22bbd58d8ac,1,1,0,-1,00000000,00000000,0,PASS
22,3,q8_0,C5,2,1024,32768,0efc86c302b258b0,1,1,0,-1,00000000,00000000,0,PASS
22,3,q8_0,C5,3,1024,32768,cb28b8be9ddf9a63,1,1,0,-1,00000000,00000000,0,PASS
22,3,q8_0,C5,4,1024,32768,1d06b0b91f8128c0,1,1,0,-1,00000000,00000000,0,PASS
22,4,q8_0,C5,2,8192,4096,a72d8c9e139e3f16,1,1,0,-1,00000000,00000000,0,PASS
22,4,q8_0,C5,3,8192,4096,8e3e6cb42ea87ebd,1,1,0,-1,00000000,00000000,0,PASS
22,4,q8_0,C5,4,8192,4096,b75527e5b10f501b,1,1,0,-1,00000000,00000000,0,PASS
22,5,f16,C5,2,16384,24,537224e2aa6d4f68,1,1,0,-1,00000000,00000000,0,PASS
22,5,f16,C5,3,16384,24,47c8ee3218fa2277,1,1,0,-1,00000000,00000000,0,PASS
22,5,f16,C5,4,16384,24,9237bfbdedb62116,1,1,0,-1,00000000,00000000,0,PASS
22,6,f16,C5,2,4096,256,d1f68d8a7ff2f620,1,1,0,-1,00000000,00000000,0,PASS
22,6,f16,C5,3,4096,256,e0a8b4c145a1b6f5,1,1,0,-1,00000000,00000000,0,PASS
22,6,f16,C5,4,4096,256,5f72ecfda24b9359,1,1,0,-1,00000000,00000000,0,PASS
23,0,f16,C5,2,16384,24,734bc57eade27b93,1,1,0,-1,00000000,00000000,0,PASS
23,0,f16,C5,3,16384,24,5826515996c0e19c,1,1,0,-1,00000000,00000000,0,PASS
23,0,f16,C5,4,16384,24,46d3d9025cefdbe8,1,1,0,-1,00000000,00000000,0,PASS
23,1,q8_0,C5,2,4096,1024,553cdd15fdd94c61,1,1,0,-1,00000000,00000000,0,PASS
23,1,q8_0,C5,3,4096,1024,d186c433ec06986b,1,1,0,-1,00000000,00000000,0,PASS
23,1,q8_0,C5,4,4096,1024,f26f23919232798f,1,1,0,-1,00000000,00000000,0,PASS
23,2,q8_0,C5,2,4096,512,553cdd15fdd94c61,1,1,0,-1,00000000,00000000,0,PASS
23,2,q8_0,C5,3,4096,512,d186c433ec06986b,1,1,0,-1,00000000,00000000,0,PASS
23,2,q8_0,C5,4,4096,512,f26f23919232798f,1,1,0,-1,00000000,00000000,0,PASS
23,3,q8_0,C5,2,1024,32768,c9d2c96b0664ec6a,1,1,0,-1,00000000,00000000,0,PASS
23,3,q8_0,C5,3,1024,32768,080745530002afca,1,1,0,-1,00000000,00000000,0,PASS
23,3,q8_0,C5,4,1024,32768,7304ae433e12a0d4,1,1,0,-1,00000000,00000000,0,PASS
23,4,q8_0,C5,2,8192,4096,5958e8d50e74144d,1,1,0,-1,00000000,00000000,0,PASS
23,4,q8_0,C5,3,8192,4096,e282aa3d307ab9b5,1,1,0,-1,00000000,00000000,0,PASS
23,4,q8_0,C5,4,8192,4096,9af6f8fba563f7e6,1,1,0,-1,00000000,00000000,0,PASS
23,5,f16,C5,2,16384,24,4cf60a0c49116f78,1,1,0,-1,00000000,00000000,0,PASS
23,5,f16,C5,3,16384,24,f64bb26f47e366b3,1,1,0,-1,00000000,00000000,0,PASS
23,5,f16,C5,4,16384,24,4d21649f21096d09,1,1,0,-1,00000000,00000000,0,PASS
23,6,f16,C5,2,4096,256,2827ea9010ca6e5c,1,1,0,-1,00000000,00000000,0,PASS
23,6,f16,C5,3,4096,256,cd88c469573ccbf8,1,1,0,-1,00000000,00000000,0,PASS
23,6,f16,C5,4,4096,256,05a6306bd743f419,1,1,0,-1,00000000,00000000,0,PASS
24,0,f16,C5,2,16384,24,5758d84f5a5e0301,1,1,0,-1,00000000,00000000,0,PASS
24,0,f16,C5,3,16384,24,5c7b8fe11bfc25d5,1,1,0,-1,00000000,00000000,0,PASS
24,0,f16,C5,4,16384,24,0b5349866dd41d11,1,1,0,-1,00000000,00000000,0,PASS
24,1,q8_0,C5,2,4096,1024,9b1724d6dac1a531,1,1,0,-1,00000000,00000000,0,PASS
24,1,q8_0,C5,3,4096,1024,23c19bbbcb64d5bd,1,1,0,-1,00000000,00000000,0,PASS
24,1,q8_0,C5,4,4096,1024,e7f01d150c52b7e2,1,1,0,-1,00000000,00000000,0,PASS
24,2,q8_0,C5,2,4096,512,9b1724d6dac1a531,1,1,0,-1,00000000,00000000,0,PASS
24,2,q8_0,C5,3,4096,512,23c19bbbcb64d5bd,1,1,0,-1,00000000,00000000,0,PASS
24,2,q8_0,C5,4,4096,512,e7f01d150c52b7e2,1,1,0,-1,00000000,00000000,0,PASS
24,3,q8_0,C5,2,1024,32768,c97cca78465787e4,1,1,0,-1,00000000,00000000,0,PASS
24,3,q8_0,C5,3,1024,32768,205aae947cd74506,1,1,0,-1,00000000,00000000,0,PASS
