stratum,round,order_position,selector,layer,gpu_ms
0,29,1,32,22,0.367792
0,29,1,32,23,0.370500
0,29,1,32,24,0.370042
0,29,1,32,25,0.368875
0,29,1,32,26,0.368167
0,29,1,32,27,0.366625
0,29,1,32,28,0.369625
0,29,1,32,29,0.373708
0,29,1,32,30,0.354167
0,29,1,32,31,0.369792
0,29,1,32,32,0.369917
0,29,1,32,33,0.369458
0,29,1,32,34,0.364625
0,29,1,32,35,0.367750
0,29,1,32,36,0.371000
0,29,1,32,37,0.370125
0,29,1,32,38,0.369250
0,29,1,32,39,0.370875
0,29,1,32,40,0.370542
0,29,1,32,41,0.371625
0,29,1,32,42,0.369792
0,29,2,1,0,0.253792
0,29,2,1,1,0.252750
0,29,2,1,2,0.252125
0,29,2,1,3,0.253458
0,29,2,1,4,0.252750
0,29,2,1,5,0.247833
0,29,2,1,6,0.252250
0,29,2,1,7,0.253000
0,29,2,1,8,0.253250
0,29,2,1,9,0.253375
0,29,2,1,10,0.251708
0,29,2,1,11,0.253208
0,29,2,1,12,0.253333
0,29,2,1,13,0.253000
0,29,2,1,14,0.253750
0,29,2,1,15,0.255583
0,29,2,1,16,0.251625
0,29,2,1,17,0.254167
0,29,2,1,18,0.253750
0,29,2,1,19,0.252375
0,29,2,1,20,0.253583
0,29,2,1,21,0.253208
0,29,2,1,22,0.254042
0,29,2,1,23,0.252917
0,29,2,1,24,0.253125
0,29,2,1,25,0.253125
0,29,2,1,26,0.253292
0,29,2,1,27,0.252958
0,29,2,1,28,0.253000
0,29,2,1,29,0.250500
0,29,2,1,30,0.253250
0,29,2,1,31,0.253875
0,29,2,1,32,0.251000
0,29,2,1,33,0.249583
0,29,2,1,34,0.253042
0,29,2,1,35,0.252625
0,29,2,1,36,0.253083
0,29,2,1,37,0.254208
0,29,2,1,38,0.249375
0,29,2,1,39,0.252625
0,29,2,1,40,0.249792
0,29,2,1,41,0.252667
0,29,2,1,42,0.253125
0,29,3,2,0,0.249875
0,29,3,2,1,0.249417
0,29,3,2,2,0.249875
0,29,3,2,3,0.250125
0,29,3,2,4,0.249500
0,29,3,2,5,0.247625
0,29,3,2,6,0.249500
0,29,3,2,7,0.248958
0,29,3,2,8,0.249667
0,29,3,2,9,0.249708
0,29,3,2,10,0.249500
0,29,3,2,11,0.250750
0,29,3,2,12,0.249333
0,29,3,2,13,0.248750
0,29,3,2,14,0.248125
0,29,3,2,15,0.249417
0,29,3,2,16,0.249333
0,29,3,2,17,0.249000
0,29,3,2,18,0.250250
0,29,3,2,19,0.252250
0,29,3,2,20,0.254708
0,29,3,2,21,0.252625
0,29,3,2,22,0.248917
0,29,3,2,23,0.247917
0,29,3,2,24,0.249208
0,29,3,2,25,0.248625
0,29,3,2,26,0.249750
0,29,3,2,27,0.250375
0,29,3,2,28,0.248958
0,29,3,2,29,0.249750
0,29,3,2,30,0.248625
0,29,3,2,31,0.249792
0,29,3,2,32,0.249292
0,29,3,2,33,0.248708
0,29,3,2,34,0.250375
0,29,3,2,35,0.249250
0,29,3,2,36,0.249375
0,29,3,2,37,0.248583
0,29,3,2,38,0.249125
0,29,3,2,39,0.249708
0,29,3,2,40,0.249500
0,29,3,2,41,0.248917
0,29,3,2,42,0.249083
0,29,4,0,0,0.247750
0,29,4,0,1,0.249167
0,29,4,0,2,0.249875
0,29,4,0,3,0.249125
0,29,4,0,4,0.250208
0,29,4,0,5,0.246542
0,29,4,0,6,0.249500
0,29,4,0,7,0.249500
0,29,4,0,8,0.251167
0,29,4,0,9,0.249333
0,29,4,0,10,0.248125
0,29,4,0,11,0.248917
0,29,4,0,12,0.248833
0,29,4,0,13,0.249875
0,29,4,0,14,0.249875
0,29,4,0,15,0.249417
0,29,4,0,16,0.249625
0,29,4,0,17,0.249625
0,29,4,0,18,0.249375
0,29,4,0,19,0.250375
0,29,4,0,20,0.248625
0,29,4,0,21,0.250208
0,29,4,0,22,0.250375
0,29,4,0,23,0.248792
0,29,4,0,24,0.248083
0,29,4,0,25,0.249458
0,29,4,0,26,0.249375
0,29,4,0,27,0.249167
0,29,4,0,28,0.249000
0,29,4,0,29,0.249833
0,29,4,0,30,0.249042
0,29,4,0,31,0.248958
0,29,4,0,32,0.249458
0,29,4,0,33,0.248625
0,29,4,0,34,0.248000
0,29,4,0,35,0.252042
0,29,4,0,36,0.249458
0,29,4,0,37,0.258875
0,29,4,0,38,0.247750
0,29,4,0,39,0.250125
0,29,4,0,40,0.255000
0,29,4,0,41,0.249875
0,29,4,0,42,0.250250
1,0,0,0,0,0.250417
1,0,0,0,1,0.249750
1,0,0,0,2,0.250792
1,0,0,0,3,0.249500
1,0,0,0,4,0.250542
1,0,0,0,5,0.251667
1,0,0,0,6,0.253750
1,0,0,0,7,0.252375
1,0,0,0,8,0.249500
1,0,0,0,9,0.250750
1,0,0,0,10,0.250125
1,0,0,0,11,0.250792
1,0,0,0,12,0.248875
1,0,0,0,13,0.248625
1,0,0,0,14,0.249250
1,0,0,0,15,0.250625
1,0,0,0,16,0.250750
1,0,0,0,17,0.249375
1,0,0,0,18,0.249750
1,0,0,0,19,0.248375
1,0,0,0,20,0.250750
1,0,0,0,21,0.249625
1,0,0,0,22,0.250417
1,0,0,0,23,0.249917
1,0,0,0,24,0.249125
1,0,0,0,25,0.249375
1,0,0,0,26,0.249042
1,0,0,0,27,0.248750
1,0,0,0,28,0.249292
1,0,0,0,29,0.250458
1,0,0,0,30,0.248292
1,0,0,0,31,0.247500
1,0,0,0,32,0.250500
1,0,0,0,33,0.249875
1,0,0,0,34,0.248875
1,0,0,0,35,0.249667
1,0,0,0,36,0.249708
1,0,0,0,37,0.250375
1,0,0,0,38,0.250917
1,0,0,0,39,0.249875
1,0,0,0,40,0.249917
1,0,0,0,41,0.250000
1,0,0,0,42,0.249500
1,0,1,2,0,0.249542
1,0,1,2,1,0.250125
1,0,1,2,2,0.248167
1,0,1,2,3,0.249125
1,0,1,2,4,0.249958
1,0,1,2,5,0.249458
1,0,1,2,6,0.250792
1,0,1,2,7,0.249000
1,0,1,2,8,0.241875
1,0,1,2,9,0.248875
1,0,1,2,10,0.250500
1,0,1,2,11,0.250708
1,0,1,2,12,0.249500
1,0,1,2,13,0.247042
1,0,1,2,14,0.249708
1,0,1,2,15,0.251083
1,0,1,2,16,0.250667
1,0,1,2,17,0.250125
1,0,1,2,18,0.249083
1,0,1,2,19,0.249375
1,0,1,2,20,0.249500
1,0,1,2,21,0.250750
1,0,1,2,22,0.249375
1,0,1,2,23,0.250375
1,0,1,2,24,0.248625
1,0,1,2,25,0.251000
1,0,1,2,26,0.250375
1,0,1,2,27,0.250083
1,0,1,2,28,0.250125
1,0,1,2,29,0.249792
1,0,1,2,30,0.248500
1,0,1,2,31,0.250250
1,0,1,2,32,0.251167
1,0,1,2,33,0.250125
1,0,1,2,34,0.250667
1,0,1,2,35,0.249750
1,0,1,2,36,0.249167
1,0,1,2,37,0.251500
1,0,1,2,38,0.249875
1,0,1,2,39,0.250833
1,0,1,2,40,0.255583
1,0,1,2,41,0.251083
1,0,1,2,42,0.250667
1,0,2,1,0,0.253958
1,0,2,1,1,0.253542
1,0,2,1,2,0.254333
1,0,2,1,3,0.252750
1,0,2,1,4,0.255500
1,0,2,1,5,0.253250
1,0,2,1,6,0.253542
1,0,2,1,7,0.252333
1,0,2,1,8,0.254167
1,0,2,1,9,0.252750
1,0,2,1,10,0.252125
1,0,2,1,11,0.252042
1,0,2,1,12,0.252375
1,0,2,1,13,0.250667
1,0,2,1,14,0.253375
1,0,2,1,15,0.253250
1,0,2,1,16,0.253875
1,0,2,1,17,0.253125
1,0,2,1,18,0.253125
1,0,2,1,19,0.250167
1,0,2,1,20,0.250875
1,0,2,1,21,0.252625
1,0,2,1,22,0.252208
1,0,2,1,23,0.253625
1,0,2,1,24,0.253875
1,0,2,1,25,0.251958
1,0,2,1,26,0.250333
1,0,2,1,27,0.254500
1,0,2,1,28,0.252875
1,0,2,1,29,0.253458
1,0,2,1,30,0.253417
1,0,2,1,31,0.252375
1,0,2,1,32,0.252542
1,0,2,1,33,0.253625
1,0,2,1,34,0.254042
1,0,2,1,35,0.253500
1,0,2,1,36,0.254125
1,0,2,1,37,0.251500
1,0,2,1,38,0.253125
1,0,2,1,39,0.253625
1,0,2,1,40,0.250875
1,0,2,1,41,0.254125
1,0,2,1,42,0.251500
1,0,3,32,0,0.368333
1,0,3,32,1,0.366500
1,0,3,32,2,0.372500
1,0,3,32,3,0.371375
1,0,3,32,4,0.368625
1,0,3,32,5,0.370292
1,0,3,32,6,0.370792
1,0,3,32,7,0.366875
1,0,3,32,8,0.367333
1,0,3,32,9,0.372000
1,0,3,32,10,0.369917
1,0,3,32,11,0.368125
1,0,3,32,12,0.369500
1,0,3,32,13,0.355000
1,0,3,32,14,0.363625
1,0,3,32,15,0.362875
1,0,3,32,16,0.370250
1,0,3,32,17,0.368458
1,0,3,32,18,0.371000
1,0,3,32,19,0.368375
1,0,3,32,20,0.370583
1,0,3,32,21,0.370375
1,0,3,32,22,0.369750
1,0,3,32,23,0.364250
1,0,3,32,24,0.370375
1,0,3,32,25,0.365792
1,0,3,32,26,0.369000
1,0,3,32,27,0.366750
1,0,3,32,28,0.353375
1,0,3,32,29,0.370333
1,0,3,32,30,0.371208
1,0,3,32,31,0.367042
1,0,3,32,32,0.370167
1,0,3,32,33,0.369542
1,0,3,32,34,0.367833
1,0,3,32,35,0.372000
1,0,3,32,36,0.369000
1,0,3,32,37,0.369042
1,0,3,32,38,0.372167
1,0,3,32,39,0.370917
1,0,3,32,40,0.367833
1,0,3,32,41,0.369000
1,0,3,32,42,0.371750
1,0,4,128,0,0.815167
1,0,4,128,1,0.814750
1,0,4,128,2,0.815792
1,0,4,128,3,0.815583
1,0,4,128,4,0.815500
1,0,4,128,5,0.815042
1,0,4,128,6,0.815500
1,0,4,128,7,0.814542
1,0,4,128,8,0.814167
1,0,4,128,9,0.815292
1,0,4,128,10,0.814750
1,0,4,128,11,0.814875
1,0,4,128,12,0.815125
1,0,4,128,13,0.806250
1,0,4,128,14,0.815667
1,0,4,128,15,0.813958
1,0,4,128,16,0.816625
1,0,4,128,17,0.814875
1,0,4,128,18,0.814042
1,0,4,128,19,0.814625
1,0,4,128,20,0.815500
1,0,4,128,21,0.814875
1,0,4,128,22,0.815500
1,0,4,128,23,0.814375
1,0,4,128,24,0.814750
1,0,4,128,25,0.816042
1,0,4,128,26,0.814083
1,0,4,128,27,0.776792
1,0,4,128,28,0.803292
1,0,4,128,29,0.815458
1,0,4,128,30,0.815833
1,0,4,128,31,0.814167
1,0,4,128,32,0.815250
1,0,4,128,33,0.816625
1,0,4,128,34,0.816083
1,0,4,128,35,0.815042
1,0,4,128,36,0.816500
1,0,4,128,37,0.814750
1,0,4,128,38,0.817125
1,0,4,128,39,0.815583
1,0,4,128,40,0.815500
1,0,4,128,41,0.816125
1,0,4,128,42,0.815333
1,1,0,2,0,0.250250
1,1,0,2,1,0.249125
1,1,0,2,2,0.250458
1,1,0,2,3,0.249250
1,1,0,2,4,0.251375
1,1,0,2,5,0.250125
1,1,0,2,6,0.249500
1,1,0,2,7,0.250250
1,1,0,2,8,0.250292
1,1,0,2,9,0.249625
1,1,0,2,10,0.250708
1,1,0,2,11,0.248792
1,1,0,2,12,0.248917
1,1,0,2,13,0.246750
1,1,0,2,14,0.248667
1,1,0,2,15,0.250667
1,1,0,2,16,0.249958
1,1,0,2,17,0.250083
1,1,0,2,18,0.250375
1,1,0,2,19,0.248875
1,1,0,2,20,0.249000
1,1,0,2,21,0.251125
1,1,0,2,22,0.249583
1,1,0,2,23,0.249000
1,1,0,2,24,0.248708
1,1,0,2,25,0.249375
1,1,0,2,26,0.249417
1,1,0,2,27,0.249083
1,1,0,2,28,0.249083
1,1,0,2,29,0.249500
1,1,0,2,30,0.248542
1,1,0,2,31,0.250500
1,1,0,2,32,0.249708
1,1,0,2,33,0.249708
1,1,0,2,34,0.250708
1,1,0,2,35,0.250125
1,1,0,2,36,0.249625
1,1,0,2,37,0.251083
1,1,0,2,38,0.251000
1,1,0,2,39,0.249583
1,1,0,2,40,0.251542
1,1,0,2,41,0.247208
1,1,0,2,42,0.257375
1,1,1,1,0,0.255125
1,1,1,1,1,0.251500
1,1,1,1,2,0.252583
1,1,1,1,3,0.253000
1,1,1,1,4,0.251000
1,1,1,1,5,0.255375
1,1,1,1,6,0.253292
1,1,1,1,7,0.254000
1,1,1,1,8,0.252375
1,1,1,1,9,0.252792
1,1,1,1,10,0.252833
1,1,1,1,11,0.251000
1,1,1,1,12,0.252708
1,1,1,1,13,0.248250
1,1,1,1,14,0.250375
1,1,1,1,15,0.252083
1,1,1,1,16,0.253792
1,1,1,1,17,0.253792
1,1,1,1,18,0.253000
1,1,1,1,19,0.253250
1,1,1,1,20,0.251750
1,1,1,1,21,0.249667
1,1,1,1,22,0.252500
1,1,1,1,23,0.252292
1,1,1,1,24,0.253042
1,1,1,1,25,0.252375
1,1,1,1,26,0.252167
1,1,1,1,27,0.252583
1,1,1,1,28,0.252292
1,1,1,1,29,0.252625
1,1,1,1,30,0.252750
1,1,1,1,31,0.251500
1,1,1,1,32,0.252375
1,1,1,1,33,0.252333
1,1,1,1,34,0.251625
1,1,1,1,35,0.252250
1,1,1,1,36,0.252750
1,1,1,1,37,0.252500
1,1,1,1,38,0.252167
1,1,1,1,39,0.251625
1,1,1,1,40,0.251625
1,1,1,1,41,0.252000
1,1,1,1,42,0.252500
1,1,2,32,0,0.369625
1,1,2,32,1,0.369000
1,1,2,32,2,0.370667
1,1,2,32,3,0.370875
1,1,2,32,4,0.370083
1,1,2,32,5,0.370500
1,1,2,32,6,0.370250
1,1,2,32,7,0.369000
1,1,2,32,8,0.371250
1,1,2,32,9,0.364042
1,1,2,32,10,0.370125
1,1,2,32,11,0.372000
1,1,2,32,12,0.370958
1,1,2,32,13,0.351542
1,1,2,32,14,0.368458
1,1,2,32,15,0.370167
1,1,2,32,16,0.370500
1,1,2,32,17,0.370625
1,1,2,32,18,0.367292
1,1,2,32,19,0.370375
1,1,2,32,20,0.371500
1,1,2,32,21,0.369208
1,1,2,32,22,0.370292
1,1,2,32,23,0.366750
1,1,2,32,24,0.371542
1,1,2,32,25,0.370500
1,1,2,32,26,0.372583
1,1,2,32,27,0.373417
1,1,2,32,28,0.372125
1,1,2,32,29,0.368792
1,1,2,32,30,0.369167
1,1,2,32,31,0.370125
1,1,2,32,32,0.370042
1,1,2,32,33,0.371500
1,1,2,32,34,0.371833
1,1,2,32,35,0.370708
1,1,2,32,36,0.371625
1,1,2,32,37,0.368500
1,1,2,32,38,0.363125
1,1,2,32,39,0.371500
1,1,2,32,40,0.369750
1,1,2,32,41,0.369750
1,1,2,32,42,0.369625
1,1,3,128,0,0.815625
1,1,3,128,1,0.815125
1,1,3,128,2,0.816417
1,1,3,128,3,0.814000
1,1,3,128,4,0.815708
1,1,3,128,5,0.815250
1,1,3,128,6,0.814625
1,1,3,128,7,0.816042
1,1,3,128,8,0.816167
1,1,3,128,9,0.814750
1,1,3,128,10,0.814667
1,1,3,128,11,0.813958
1,1,3,128,12,0.814250
1,1,3,128,13,0.811750
1,1,3,128,14,0.814875
1,1,3,128,15,0.814750
1,1,3,128,16,0.815250
1,1,3,128,17,0.815458
1,1,3,128,18,0.815125
1,1,3,128,19,0.815708
1,1,3,128,20,0.815000
1,1,3,128,21,0.816083
1,1,3,128,22,0.814625
1,1,3,128,23,0.814708
1,1,3,128,24,0.815208
1,1,3,128,25,0.815875
1,1,3,128,26,0.817625
1,1,3,128,27,0.776458
1,1,3,128,28,0.816125
1,1,3,128,29,0.815250
1,1,3,128,30,0.815250
1,1,3,128,31,0.815167
1,1,3,128,32,0.815125
1,1,3,128,33,0.814125
1,1,3,128,34,0.814750
1,1,3,128,35,0.815292
1,1,3,128,36,0.815875
1,1,3,128,37,0.815625
1,1,3,128,38,0.815625
1,1,3,128,39,0.814417
1,1,3,128,40,0.814958
1,1,3,128,41,0.814833
1,1,3,128,42,0.814500
1,1,4,0,0,0.249625
1,1,4,0,1,0.249625
1,1,4,0,2,0.248625
1,1,4,0,3,0.249917
1,1,4,0,4,0.250333
1,1,4,0,5,0.248000
1,1,4,0,6,0.248792
1,1,4,0,7,0.250333
1,1,4,0,8,0.249750
1,1,4,0,9,0.250500
1,1,4,0,10,0.250625
1,1,4,0,11,0.248375
1,1,4,0,12,0.249083
1,1,4,0,13,0.247958
1,1,4,0,14,0.249333
1,1,4,0,15,0.249417
1,1,4,0,16,0.250125
1,1,4,0,17,0.249542
1,1,4,0,18,0.248625
1,1,4,0,19,0.249125
1,1,4,0,20,0.249500
1,1,4,0,21,0.250625
1,1,4,0,22,0.249167
1,1,4,0,23,0.249792
1,1,4,0,24,0.249042
1,1,4,0,25,0.250375
1,1,4,0,26,0.249208
1,1,4,0,27,0.249125
1,1,4,0,28,0.249083
1,1,4,0,29,0.248667
1,1,4,0,30,0.247875
1,1,4,0,31,0.249125
1,1,4,0,32,0.250958
1,1,4,0,33,0.249250
1,1,4,0,34,0.250375
1,1,4,0,35,0.250375
1,1,4,0,36,0.248875
1,1,4,0,37,0.248917
1,1,4,0,38,0.248125
1,1,4,0,39,0.249000
1,1,4,0,40,0.250417
1,1,4,0,41,0.248917
1,1,4,0,42,0.252125
1,2,0,1,0,0.262042
1,2,0,1,1,0.252958
1,2,0,1,2,0.252417
1,2,0,1,3,0.252500
1,2,0,1,4,0.253042
1,2,0,1,5,0.252750
1,2,0,1,6,0.253458
1,2,0,1,7,0.252500
1,2,0,1,8,0.250500
1,2,0,1,9,0.252375
1,2,0,1,10,0.250542
1,2,0,1,11,0.252375
1,2,0,1,12,0.250333
1,2,0,1,13,0.252625
1,2,0,1,14,0.253583
1,2,0,1,15,0.254208
1,2,0,1,16,0.253500
1,2,0,1,17,0.252458
1,2,0,1,18,0.253000
1,2,0,1,19,0.251417
1,2,0,1,20,0.252458
1,2,0,1,21,0.253667
1,2,0,1,22,0.252875
1,2,0,1,23,0.253500
1,2,0,1,24,0.252500
1,2,0,1,25,0.252333
1,2,0,1,26,0.249500
1,2,0,1,27,0.253875
1,2,0,1,28,0.252875
1,2,0,1,29,0.253292
1,2,0,1,30,0.252000
1,2,0,1,31,0.252708
1,2,0,1,32,0.251625
1,2,0,1,33,0.252083
1,2,0,1,34,0.253667
1,2,0,1,35,0.253125
1,2,0,1,36,0.254125
1,2,0,1,37,0.253500
1,2,0,1,38,0.252208
1,2,0,1,39,0.251875
1,2,0,1,40,0.254208
1,2,0,1,41,0.253500
1,2,0,1,42,0.252292
1,2,1,32,0,0.367667
1,2,1,32,1,0.362250
1,2,1,32,2,0.371750
1,2,1,32,3,0.364583
1,2,1,32,4,0.369750
1,2,1,32,5,0.369375
1,2,1,32,6,0.370250
1,2,1,32,7,0.361417
1,2,1,32,8,0.369792
1,2,1,32,9,0.370417
1,2,1,32,10,0.365292
1,2,1,32,11,0.372000
1,2,1,32,12,0.369750
1,2,1,32,13,0.369958
1,2,1,32,14,0.368625
1,2,1,32,15,0.368375
1,2,1,32,16,0.369375
1,2,1,32,17,0.370125
1,2,1,32,18,0.368333
1,2,1,32,19,0.370125
1,2,1,32,20,0.368875
1,2,1,32,21,0.370083
1,2,1,32,22,0.368958
1,2,1,32,23,0.370958
1,2,1,32,24,0.370458
1,2,1,32,25,0.368125
1,2,1,32,26,0.367833
1,2,1,32,27,0.372000
1,2,1,32,28,0.363625
1,2,1,32,29,0.369958
1,2,1,32,30,0.367917
1,2,1,32,31,0.368167
1,2,1,32,32,0.368750
1,2,1,32,33,0.369500
1,2,1,32,34,0.366583
1,2,1,32,35,0.362875
1,2,1,32,36,0.371625
1,2,1,32,37,0.369917
1,2,1,32,38,0.370000
1,2,1,32,39,0.368000
1,2,1,32,40,0.367750
1,2,1,32,41,0.369667
1,2,1,32,42,0.370375
1,2,2,128,0,0.815500
1,2,2,128,1,0.815542
1,2,2,128,2,0.814750
1,2,2,128,3,0.813583
1,2,2,128,4,0.815000
1,2,2,128,5,0.814667
1,2,2,128,6,0.814750
1,2,2,128,7,0.815250
1,2,2,128,8,0.814625
1,2,2,128,9,0.815125
1,2,2,128,10,0.814667
1,2,2,128,11,0.816167
1,2,2,128,12,0.815833
1,2,2,128,13,0.805375
1,2,2,128,14,0.815375
1,2,2,128,15,0.816958
1,2,2,128,16,0.815125
1,2,2,128,17,0.814667
1,2,2,128,18,0.815625
1,2,2,128,19,0.815000
1,2,2,128,20,0.815250
1,2,2,128,21,0.815583
1,2,2,128,22,0.815583
1,2,2,128,23,0.814375
1,2,2,128,24,0.815083
1,2,2,128,25,0.815250
1,2,2,128,26,0.816750
1,2,2,128,27,0.817917
1,2,2,128,28,0.778292
1,2,2,128,29,0.815250
1,2,2,128,30,0.816625
1,2,2,128,31,0.814625
1,2,2,128,32,0.815417
1,2,2,128,33,0.814750
1,2,2,128,34,0.815167
1,2,2,128,35,0.816125
1,2,2,128,36,0.816000
1,2,2,128,37,0.814750
1,2,2,128,38,0.814708
1,2,2,128,39,0.814958
1,2,2,128,40,0.813958
1,2,2,128,41,0.814708
1,2,2,128,42,0.815833
1,2,3,0,0,0.251000
1,2,3,0,1,0.251000
1,2,3,0,2,0.249833
1,2,3,0,3,0.251042
1,2,3,0,4,0.250625
1,2,3,0,5,0.250458
1,2,3,0,6,0.250292
1,2,3,0,7,0.250875
1,2,3,0,8,0.250083
1,2,3,0,9,0.250500
1,2,3,0,10,0.250375
1,2,3,0,11,0.249375
1,2,3,0,12,0.250792
1,2,3,0,13,0.247708
1,2,3,0,14,0.250333
1,2,3,0,15,0.249958
1,2,3,0,16,0.251208
1,2,3,0,17,0.250000
1,2,3,0,18,0.249875
1,2,3,0,19,0.249125
1,2,3,0,20,0.249375
1,2,3,0,21,0.250083
1,2,3,0,22,0.250458
1,2,3,0,23,0.250375
1,2,3,0,24,0.249000
1,2,3,0,25,0.251083
1,2,3,0,26,0.250583
1,2,3,0,27,0.249625
1,2,3,0,28,0.248792
1,2,3,0,29,0.251750
1,2,3,0,30,0.249125
1,2,3,0,31,0.250417
1,2,3,0,32,0.250375
1,2,3,0,33,0.250375
1,2,3,0,34,0.250417
1,2,3,0,35,0.250167
1,2,3,0,36,0.249333
1,2,3,0,37,0.249250
1,2,3,0,38,0.250500
1,2,3,0,39,0.250958
1,2,3,0,40,0.250125
1,2,3,0,41,0.249875
1,2,3,0,42,0.250708
1,2,4,2,0,0.254458
1,2,4,2,1,0.251125
1,2,4,2,2,0.250625
1,2,4,2,3,0.248875
1,2,4,2,4,0.249750
1,2,4,2,5,0.249083
1,2,4,2,6,0.249500
1,2,4,2,7,0.251917
1,2,4,2,8,0.252125
1,2,4,2,9,0.250042
1,2,4,2,10,0.250625
1,2,4,2,11,0.249958
1,2,4,2,12,0.249792
1,2,4,2,13,0.247625
1,2,4,2,14,0.250125
1,2,4,2,15,0.252083
1,2,4,2,16,0.246458
1,2,4,2,17,0.249625
1,2,4,2,18,0.249708
1,2,4,2,19,0.250000
1,2,4,2,20,0.249292
1,2,4,2,21,0.249625
1,2,4,2,22,0.251250
1,2,4,2,23,0.250750
1,2,4,2,24,0.249125
1,2,4,2,25,0.250042
1,2,4,2,26,0.249042
1,2,4,2,27,0.250167
1,2,4,2,28,0.249208
1,2,4,2,29,0.254583
1,2,4,2,30,0.246417
1,2,4,2,31,0.248708
1,2,4,2,32,0.250875
1,2,4,2,33,0.249917
1,2,4,2,34,0.250875
1,2,4,2,35,0.250875
1,2,4,2,36,0.249500
1,2,4,2,37,0.249917
1,2,4,2,38,0.249833
1,2,4,2,39,0.249792
1,2,4,2,40,0.249458
1,2,4,2,41,0.248000
1,2,4,2,42,0.248583
1,3,0,32,0,0.370250
1,3,0,32,1,0.368208
1,3,0,32,2,0.371375
1,3,0,32,3,0.368500
1,3,0,32,4,0.368292
1,3,0,32,5,0.369833
1,3,0,32,6,0.370500
1,3,0,32,7,0.370250
1,3,0,32,8,0.368625
1,3,0,32,9,0.370167
1,3,0,32,10,0.370750
1,3,0,32,11,0.367292
1,3,0,32,12,0.369500
1,3,0,32,13,0.358375
1,3,0,32,14,0.365625
1,3,0,32,15,0.362500
1,3,0,32,16,0.371792
1,3,0,32,17,0.369000
1,3,0,32,18,0.369708
1,3,0,32,19,0.369792
1,3,0,32,20,0.370917
1,3,0,32,21,0.368250
1,3,0,32,22,0.370625
1,3,0,32,23,0.362500
1,3,0,32,24,0.370667
1,3,0,32,25,0.369875
1,3,0,32,26,0.370417
1,3,0,32,27,0.370500
1,3,0,32,28,0.368000
1,3,0,32,29,0.370292
1,3,0,32,30,0.369458
1,3,0,32,31,0.368875
1,3,0,32,32,0.366750
1,3,0,32,33,0.371625
1,3,0,32,34,0.351125
1,3,0,32,35,0.368875
1,3,0,32,36,0.369458
1,3,0,32,37,0.369458
1,3,0,32,38,0.371417
1,3,0,32,39,0.370000
1,3,0,32,40,0.370500
1,3,0,32,41,0.371125
1,3,0,32,42,0.368958
1,3,1,128,0,0.815125
1,3,1,128,1,0.814958
1,3,1,128,2,0.805625
1,3,1,128,3,0.814083
1,3,1,128,4,0.815417
1,3,1,128,5,0.814583
1,3,1,128,6,0.815708
1,3,1,128,7,0.814917
1,3,1,128,8,0.815667
1,3,1,128,9,0.815542
1,3,1,128,10,0.817625
1,3,1,128,11,0.815500
1,3,1,128,12,0.816500
1,3,1,128,13,0.812875
1,3,1,128,14,0.817417
1,3,1,128,15,0.813917
1,3,1,128,16,0.814750
1,3,1,128,17,0.815500
1,3,1,128,18,0.815750
1,3,1,128,19,0.815958
1,3,1,128,20,0.814000
1,3,1,128,21,0.815000
1,3,1,128,22,0.815042
1,3,1,128,23,0.814750
1,3,1,128,24,0.817083
1,3,1,128,25,0.818792
1,3,1,128,26,0.814458
1,3,1,128,27,0.812792
1,3,1,128,28,0.816042
1,3,1,128,29,0.814583
1,3,1,128,30,0.815917
1,3,1,128,31,0.814583
1,3,1,128,32,0.814833
1,3,1,128,33,0.815042
1,3,1,128,34,0.815000
1,3,1,128,35,0.815417
1,3,1,128,36,0.815625
1,3,1,128,37,0.814583
1,3,1,128,38,0.814833
1,3,1,128,39,0.816208
1,3,1,128,40,0.814625
1,3,1,128,41,0.815417
1,3,1,128,42,0.814667
1,3,2,0,0,0.249000
1,3,2,0,1,0.250750
1,3,2,0,2,0.248917
1,3,2,0,3,0.248625
1,3,2,0,4,0.251083
1,3,2,0,5,0.249750
1,3,2,0,6,0.250000
1,3,2,0,7,0.250875
1,3,2,0,8,0.249875
1,3,2,0,9,0.249292
1,3,2,0,10,0.250667
1,3,2,0,11,0.251167
1,3,2,0,12,0.249625
1,3,2,0,13,0.247833
1,3,2,0,14,0.248125
1,3,2,0,15,0.249500
1,3,2,0,16,0.252125
1,3,2,0,17,0.248292
1,3,2,0,18,0.249042
1,3,2,0,19,0.249750
1,3,2,0,20,0.249917
1,3,2,0,21,0.250250
1,3,2,0,22,0.250667
1,3,2,0,23,0.249917
1,3,2,0,24,0.249750
1,3,2,0,25,0.250292
1,3,2,0,26,0.248167
1,3,2,0,27,0.248500
1,3,2,0,28,0.250333
1,3,2,0,29,0.249250
1,3,2,0,30,0.248833
1,3,2,0,31,0.250125
1,3,2,0,32,0.249750
1,3,2,0,33,0.250375
1,3,2,0,34,0.248417
1,3,2,0,35,0.250875
1,3,2,0,36,0.249375
1,3,2,0,37,0.250375
1,3,2,0,38,0.254500
1,3,2,0,39,0.252833
1,3,2,0,40,0.250250
1,3,2,0,41,0.248833
1,3,2,0,42,0.248250
1,3,3,2,0,0.251250
1,3,3,2,1,0.250625
1,3,3,2,2,0.248750
1,3,3,2,3,0.250125
1,3,3,2,4,0.250458
1,3,3,2,5,0.249542
1,3,3,2,6,0.249000
