stratum,round,order_position,selector,layer,gpu_ms
0,16,2,128,16,0.815625
0,16,2,128,17,0.814792
0,16,2,128,18,0.814625
0,16,2,128,19,0.812458
0,16,2,128,20,0.815792
0,16,2,128,21,0.815750
0,16,2,128,22,0.814917
0,16,2,128,23,0.815000
0,16,2,128,24,0.815792
0,16,2,128,25,0.815042
0,16,2,128,26,0.815625
0,16,2,128,27,0.815417
0,16,2,128,28,0.815250
0,16,2,128,29,0.814917
0,16,2,128,30,0.816958
0,16,2,128,31,0.816750
0,16,2,128,32,0.814333
0,16,2,128,33,0.814125
0,16,2,128,34,0.814792
0,16,2,128,35,0.815125
0,16,2,128,36,0.815292
0,16,2,128,37,0.816125
0,16,2,128,38,0.814292
0,16,2,128,39,0.817583
0,16,2,128,40,0.813875
0,16,2,128,41,0.814958
0,16,2,128,42,0.815292
0,16,3,32,0,0.360958
0,16,3,32,1,0.370000
0,16,3,32,2,0.368792
0,16,3,32,3,0.369875
0,16,3,32,4,0.368875
0,16,3,32,5,0.350875
0,16,3,32,6,0.367375
0,16,3,32,7,0.369250
0,16,3,32,8,0.368375
0,16,3,32,9,0.371208
0,16,3,32,10,0.361250
0,16,3,32,11,0.369000
0,16,3,32,12,0.370125
0,16,3,32,13,0.368000
0,16,3,32,14,0.366500
0,16,3,32,15,0.367000
0,16,3,32,16,0.368542
0,16,3,32,17,0.369833
0,16,3,32,18,0.365375
0,16,3,32,19,0.369625
0,16,3,32,20,0.377917
0,16,3,32,21,0.369500
0,16,3,32,22,0.368875
0,16,3,32,23,0.368417
0,16,3,32,24,0.366792
0,16,3,32,25,0.366500
0,16,3,32,26,0.369458
0,16,3,32,27,0.370958
0,16,3,32,28,0.370000
0,16,3,32,29,0.371042
0,16,3,32,30,0.368292
0,16,3,32,31,0.370333
0,16,3,32,32,0.365875
0,16,3,32,33,0.364458
0,16,3,32,34,0.369542
0,16,3,32,35,0.371958
0,16,3,32,36,0.369125
0,16,3,32,37,0.369958
0,16,3,32,38,0.364667
0,16,3,32,39,0.369833
0,16,3,32,40,0.369500
0,16,3,32,41,0.354125
0,16,3,32,42,0.371000
0,16,4,1,0,0.253542
0,16,4,1,1,0.251167
0,16,4,1,2,0.249667
0,16,4,1,3,0.253417
0,16,4,1,4,0.252167
0,16,4,1,5,0.250167
0,16,4,1,6,0.253542
0,16,4,1,7,0.250333
0,16,4,1,8,0.252042
0,16,4,1,9,0.253000
0,16,4,1,10,0.253167
0,16,4,1,11,0.254417
0,16,4,1,12,0.252917
0,16,4,1,13,0.249458
0,16,4,1,14,0.252000
0,16,4,1,15,0.254208
0,16,4,1,16,0.251375
0,16,4,1,17,0.252125
0,16,4,1,18,0.253750
0,16,4,1,19,0.251750
0,16,4,1,20,0.252792
0,16,4,1,21,0.251625
0,16,4,1,22,0.254292
0,16,4,1,23,0.253875
0,16,4,1,24,0.251000
0,16,4,1,25,0.253458
0,16,4,1,26,0.253500
0,16,4,1,27,0.253375
0,16,4,1,28,0.253750
0,16,4,1,29,0.253875
0,16,4,1,30,0.252208
0,16,4,1,31,0.252792
0,16,4,1,32,0.252000
0,16,4,1,33,0.252458
0,16,4,1,34,0.252750
0,16,4,1,35,0.252125
0,16,4,1,36,0.252250
0,16,4,1,37,0.251167
0,16,4,1,38,0.250875
0,16,4,1,39,0.251083
0,16,4,1,40,0.253500
0,16,4,1,41,0.252750
0,16,4,1,42,0.252500
0,17,0,1,0,0.252042
0,17,0,1,1,0.254333
0,17,0,1,2,0.251375
0,17,0,1,3,0.253375
0,17,0,1,4,0.251500
0,17,0,1,5,0.248625
0,17,0,1,6,0.252042
0,17,0,1,7,0.252875
0,17,0,1,8,0.251958
0,17,0,1,9,0.253750
0,17,0,1,10,0.252042
0,17,0,1,11,0.252333
0,17,0,1,12,0.253250
0,17,0,1,13,0.252833
0,17,0,1,14,0.252000
0,17,0,1,15,0.253875
0,17,0,1,16,0.252458
0,17,0,1,17,0.251958
0,17,0,1,18,0.253083
0,17,0,1,19,0.252917
0,17,0,1,20,0.251750
0,17,0,1,21,0.251875
0,17,0,1,22,0.252750
0,17,0,1,23,0.253000
0,17,0,1,24,0.250583
0,17,0,1,25,0.253292
0,17,0,1,26,0.253750
0,17,0,1,27,0.253625
0,17,0,1,28,0.254125
0,17,0,1,29,0.252625
0,17,0,1,30,0.255375
0,17,0,1,31,0.257375
0,17,0,1,32,0.254583
0,17,0,1,33,0.252625
0,17,0,1,34,0.254125
0,17,0,1,35,0.253667
0,17,0,1,36,0.253875
0,17,0,1,37,0.253125
0,17,0,1,38,0.250833
0,17,0,1,39,0.251500
0,17,0,1,40,0.253583
0,17,0,1,41,0.253667
0,17,0,1,42,0.253625
0,17,1,2,0,0.249417
0,17,1,2,1,0.249042
0,17,1,2,2,0.249500
0,17,1,2,3,0.250500
0,17,1,2,4,0.250750
0,17,1,2,5,0.247958
0,17,1,2,6,0.249375
0,17,1,2,7,0.249417
0,17,1,2,8,0.249625
0,17,1,2,9,0.249750
0,17,1,2,10,0.250167
0,17,1,2,11,0.250500
0,17,1,2,12,0.249542
0,17,1,2,13,0.252000
0,17,1,2,14,0.248667
0,17,1,2,15,0.250125
0,17,1,2,16,0.248458
0,17,1,2,17,0.251125
0,17,1,2,18,0.249750
0,17,1,2,19,0.249000
0,17,1,2,20,0.248500
0,17,1,2,21,0.249625
0,17,1,2,22,0.249708
0,17,1,2,23,0.249542
0,17,1,2,24,0.250625
0,17,1,2,25,0.249958
0,17,1,2,26,0.248333
0,17,1,2,27,0.250625
0,17,1,2,28,0.250208
0,17,1,2,29,0.248417
0,17,1,2,30,0.249708
0,17,1,2,31,0.249250
0,17,1,2,32,0.250333
0,17,1,2,33,0.247958
0,17,1,2,34,0.249667
0,17,1,2,35,0.249750
0,17,1,2,36,0.249667
0,17,1,2,37,0.249250
0,17,1,2,38,0.249542
0,17,1,2,39,0.249000
0,17,1,2,40,0.250167
0,17,1,2,41,0.249292
0,17,1,2,42,0.249750
0,17,2,0,0,0.251500
0,17,2,0,1,0.248500
0,17,2,0,2,0.249542
0,17,2,0,3,0.250125
0,17,2,0,4,0.250125
0,17,2,0,5,0.245917
0,17,2,0,6,0.248750
0,17,2,0,7,0.250333
0,17,2,0,8,0.249917
0,17,2,0,9,0.251167
0,17,2,0,10,0.248083
0,17,2,0,11,0.249708
0,17,2,0,12,0.249542
0,17,2,0,13,0.250500
0,17,2,0,14,0.247750
0,17,2,0,15,0.249375
0,17,2,0,16,0.249750
0,17,2,0,17,0.247667
0,17,2,0,18,0.248667
0,17,2,0,19,0.247875
0,17,2,0,20,0.249292
0,17,2,0,21,0.248708
0,17,2,0,22,0.250917
0,17,2,0,23,0.247208
0,17,2,0,24,0.255292
0,17,2,0,25,0.252292
0,17,2,0,26,0.250125
0,17,2,0,27,0.249042
0,17,2,0,28,0.249250
0,17,2,0,29,0.250500
0,17,2,0,30,0.248583
0,17,2,0,31,0.250125
0,17,2,0,32,0.248875
0,17,2,0,33,0.247542
0,17,2,0,34,0.246958
0,17,2,0,35,0.250250
0,17,2,0,36,0.248500
0,17,2,0,37,0.249042
0,17,2,0,38,0.249875
0,17,2,0,39,0.250875
0,17,2,0,40,0.249083
0,17,2,0,41,0.249125
0,17,2,0,42,0.249125
0,17,3,128,0,0.814000
0,17,3,128,1,0.814500
0,17,3,128,2,0.815583
0,17,3,128,3,0.815250
0,17,3,128,4,0.814750
0,17,3,128,5,0.811250
0,17,3,128,6,0.815542
0,17,3,128,7,0.814750
0,17,3,128,8,0.816125
0,17,3,128,9,0.816042
0,17,3,128,10,0.814250
0,17,3,128,11,0.815375
0,17,3,128,12,0.814333
0,17,3,128,13,0.815250
0,17,3,128,14,0.815500
0,17,3,128,15,0.815000
0,17,3,128,16,0.815833
0,17,3,128,17,0.814625
0,17,3,128,18,0.815750
0,17,3,128,19,0.819417
0,17,3,128,20,0.811625
0,17,3,128,21,0.813958
0,17,3,128,22,0.814958
0,17,3,128,23,0.814250
0,17,3,128,24,0.814500
0,17,3,128,25,0.814708
0,17,3,128,26,0.818208
0,17,3,128,27,0.776125
0,17,3,128,28,0.815375
0,17,3,128,29,0.814708
0,17,3,128,30,0.814500
0,17,3,128,31,0.814792
0,17,3,128,32,0.815292
0,17,3,128,33,0.816250
0,17,3,128,34,0.814750
0,17,3,128,35,0.813375
0,17,3,128,36,0.815583
0,17,3,128,37,0.822208
0,17,3,128,38,0.815000
0,17,3,128,39,0.814958
0,17,3,128,40,0.815333
0,17,3,128,41,0.815500
0,17,3,128,42,0.815625
0,17,4,32,0,0.368000
0,17,4,32,1,0.369625
0,17,4,32,2,0.370792
0,17,4,32,3,0.370625
0,17,4,32,4,0.374000
0,17,4,32,5,0.350000
0,17,4,32,6,0.367000
0,17,4,32,7,0.370000
0,17,4,32,8,0.369792
0,17,4,32,9,0.366000
0,17,4,32,10,0.369625
0,17,4,32,11,0.369708
0,17,4,32,12,0.369750
0,17,4,32,13,0.368417
0,17,4,32,14,0.369667
0,17,4,32,15,0.367083
0,17,4,32,16,0.371333
0,17,4,32,17,0.369375
0,17,4,32,18,0.369875
0,17,4,32,19,0.370667
0,17,4,32,20,0.371625
0,17,4,32,21,0.370167
0,17,4,32,22,0.370708
0,17,4,32,23,0.371042
0,17,4,32,24,0.371458
0,17,4,32,25,0.368333
0,17,4,32,26,0.366000
0,17,4,32,27,0.369375
0,17,4,32,28,0.370542
0,17,4,32,29,0.368958
0,17,4,32,30,0.368750
0,17,4,32,31,0.360375
0,17,4,32,32,0.361833
0,17,4,32,33,0.371458
0,17,4,32,34,0.369417
0,17,4,32,35,0.368083
0,17,4,32,36,0.360375
0,17,4,32,37,0.367250
0,17,4,32,38,0.369125
0,17,4,32,39,0.370875
0,17,4,32,40,0.370458
0,17,4,32,41,0.371375
0,17,4,32,42,0.364750
0,18,0,32,0,0.368375
0,18,0,32,1,0.364375
0,18,0,32,2,0.370333
0,18,0,32,3,0.370333
0,18,0,32,4,0.368250
0,18,0,32,5,0.355042
0,18,0,32,6,0.370542
0,18,0,32,7,0.369208
0,18,0,32,8,0.370083
0,18,0,32,9,0.370500
0,18,0,32,10,0.370208
0,18,0,32,11,0.369167
0,18,0,32,12,0.368750
0,18,0,32,13,0.369125
0,18,0,32,14,0.369292
0,18,0,32,15,0.371083
0,18,0,32,16,0.368167
0,18,0,32,17,0.368208
0,18,0,32,18,0.365750
0,18,0,32,19,0.370625
0,18,0,32,20,0.366417
0,18,0,32,21,0.369750
0,18,0,32,22,0.368000
0,18,0,32,23,0.368042
0,18,0,32,24,0.369833
0,18,0,32,25,0.368125
0,18,0,32,26,0.368917
0,18,0,32,27,0.366375
0,18,0,32,28,0.370625
0,18,0,32,29,0.365917
0,18,0,32,30,0.364333
0,18,0,32,31,0.370000
0,18,0,32,32,0.367250
0,18,0,32,33,0.369708
0,18,0,32,34,0.369625
0,18,0,32,35,0.369500
0,18,0,32,36,0.368917
0,18,0,32,37,0.370042
0,18,0,32,38,0.368625
0,18,0,32,39,0.370458
0,18,0,32,40,0.368875
0,18,0,32,41,0.365125
0,18,0,32,42,0.368000
0,18,1,1,0,0.252000
0,18,1,1,1,0.252500
0,18,1,1,2,0.252125
0,18,1,1,3,0.251000
0,18,1,1,4,0.251500
0,18,1,1,5,0.247125
0,18,1,1,6,0.250750
0,18,1,1,7,0.253208
0,18,1,1,8,0.252875
0,18,1,1,9,0.252458
0,18,1,1,10,0.252958
0,18,1,1,11,0.249125
0,18,1,1,12,0.253000
0,18,1,1,13,0.252875
0,18,1,1,14,0.251792
0,18,1,1,15,0.255125
0,18,1,1,16,0.265000
0,18,1,1,17,0.253625
0,18,1,1,18,0.253875
0,18,1,1,19,0.250375
0,18,1,1,20,0.251042
0,18,1,1,21,0.253500
0,18,1,1,22,0.252500
0,18,1,1,23,0.253083
0,18,1,1,24,0.253125
0,18,1,1,25,0.253375
0,18,1,1,26,0.252542
0,18,1,1,27,0.254167
0,18,1,1,28,0.250500
0,18,1,1,29,0.252125
0,18,1,1,30,0.252417
0,18,1,1,31,0.254125
0,18,1,1,32,0.253375
0,18,1,1,33,0.249250
0,18,1,1,34,0.252042
0,18,1,1,35,0.253542
0,18,1,1,36,0.251750
0,18,1,1,37,0.251375
0,18,1,1,38,0.252875
0,18,1,1,39,0.251833
0,18,1,1,40,0.252958
0,18,1,1,41,0.252625
0,18,1,1,42,0.253083
0,18,2,2,0,0.249958
0,18,2,2,1,0.249375
0,18,2,2,2,0.249500
0,18,2,2,3,0.248750
0,18,2,2,4,0.249125
0,18,2,2,5,0.246250
0,18,2,2,6,0.248958
0,18,2,2,7,0.248500
0,18,2,2,8,0.249000
0,18,2,2,9,0.249958
0,18,2,2,10,0.250000
0,18,2,2,11,0.250125
0,18,2,2,12,0.249125
0,18,2,2,13,0.249917
0,18,2,2,14,0.249458
0,18,2,2,15,0.250792
0,18,2,2,16,0.249083
0,18,2,2,17,0.249708
0,18,2,2,18,0.252875
0,18,2,2,19,0.248458
0,18,2,2,20,0.251083
0,18,2,2,21,0.251000
0,18,2,2,22,0.249125
0,18,2,2,23,0.249042
0,18,2,2,24,0.249167
0,18,2,2,25,0.248875
0,18,2,2,26,0.248875
0,18,2,2,27,0.250917
0,18,2,2,28,0.249000
0,18,2,2,29,0.249250
0,18,2,2,30,0.248750
0,18,2,2,31,0.249750
0,18,2,2,32,0.250125
0,18,2,2,33,0.250250
0,18,2,2,34,0.249750
0,18,2,2,35,0.249708
0,18,2,2,36,0.249500
0,18,2,2,37,0.249500
0,18,2,2,38,0.249292
0,18,2,2,39,0.249583
0,18,2,2,40,0.249250
0,18,2,2,41,0.250208
0,18,2,2,42,0.248667
0,18,3,0,0,0.249333
0,18,3,0,1,0.249042
0,18,3,0,2,0.249125
0,18,3,0,3,0.250458
0,18,3,0,4,0.248917
0,18,3,0,5,0.244625
0,18,3,0,6,0.249500
0,18,3,0,7,0.249167
0,18,3,0,8,0.249000
0,18,3,0,9,0.250417
0,18,3,0,10,0.251458
0,18,3,0,11,0.248333
0,18,3,0,12,0.250500
0,18,3,0,13,0.251250
0,18,3,0,14,0.249083
0,18,3,0,15,0.249667
0,18,3,0,16,0.248708
0,18,3,0,17,0.249000
0,18,3,0,18,0.249250
0,18,3,0,19,0.248750
0,18,3,0,20,0.250333
0,18,3,0,21,0.249500
0,18,3,0,22,0.249458
0,18,3,0,23,0.248250
0,18,3,0,24,0.249458
0,18,3,0,25,0.250083
0,18,3,0,26,0.249000
0,18,3,0,27,0.249625
0,18,3,0,28,0.248792
0,18,3,0,29,0.249625
0,18,3,0,30,0.249375
0,18,3,0,31,0.249500
0,18,3,0,32,0.250333
0,18,3,0,33,0.249083
0,18,3,0,34,0.251625
0,18,3,0,35,0.245292
0,18,3,0,36,0.248792
0,18,3,0,37,0.249833
0,18,3,0,38,0.251125
0,18,3,0,39,0.250375
0,18,3,0,40,0.249375
0,18,3,0,41,0.250125
0,18,3,0,42,0.251083
0,18,4,128,0,0.814000
0,18,4,128,1,0.815750
0,18,4,128,2,0.815000
0,18,4,128,3,0.832125
0,18,4,128,4,0.804375
0,18,4,128,5,0.807625
0,18,4,128,6,0.813792
0,18,4,128,7,0.815458
0,18,4,128,8,0.815458
0,18,4,128,9,0.818000
0,18,4,128,10,0.812625
0,18,4,128,11,0.814458
0,18,4,128,12,0.814125
0,18,4,128,13,0.813792
0,18,4,128,14,0.814875
0,18,4,128,15,0.815958
0,18,4,128,16,0.813625
0,18,4,128,17,0.815000
0,18,4,128,18,0.812875
0,18,4,128,19,0.816792
0,18,4,128,20,0.814167
0,18,4,128,21,0.815667
0,18,4,128,22,0.816250
0,18,4,128,23,0.815000
0,18,4,128,24,0.814458
0,18,4,128,25,0.814625
0,18,4,128,26,0.815750
0,18,4,128,27,0.825417
0,18,4,128,28,0.803083
0,18,4,128,29,0.815333
0,18,4,128,30,0.815750
0,18,4,128,31,0.815208
0,18,4,128,32,0.815042
0,18,4,128,33,0.813917
0,18,4,128,34,0.813458
0,18,4,128,35,0.815625
0,18,4,128,36,0.814833
0,18,4,128,37,0.815333
0,18,4,128,38,0.815042
0,18,4,128,39,0.814375
0,18,4,128,40,0.814833
0,18,4,128,41,0.814708
0,18,4,128,42,0.848292
0,19,0,128,0,0.814917
0,19,0,128,1,0.815292
0,19,0,128,2,0.815500
0,19,0,128,3,0.813458
0,19,0,128,4,0.813542
0,19,0,128,5,0.809792
0,19,0,128,6,0.815667
0,19,0,128,7,0.819042
0,19,0,128,8,0.815833
0,19,0,128,9,0.816833
0,19,0,128,10,0.818750
0,19,0,128,11,0.814375
0,19,0,128,12,0.814708
0,19,0,128,13,0.815292
0,19,0,128,14,0.815500
0,19,0,128,15,0.815000
0,19,0,128,16,0.813000
0,19,0,128,17,0.815167
0,19,0,128,18,0.814375
0,19,0,128,19,0.815833
0,19,0,128,20,0.814750
0,19,0,128,21,0.814375
0,19,0,128,22,0.814708
0,19,0,128,23,0.814292
0,19,0,128,24,0.816083
0,19,0,128,25,0.814792
0,19,0,128,26,0.814000
0,19,0,128,27,0.815750
0,19,0,128,28,0.815000
0,19,0,128,29,0.815625
0,19,0,128,30,0.814833
0,19,0,128,31,0.814125
0,19,0,128,32,0.814958
0,19,0,128,33,0.813917
0,19,0,128,34,0.812583
0,19,0,128,35,0.815500
0,19,0,128,36,0.814625
0,19,0,128,37,0.815792
0,19,0,128,38,0.815625
0,19,0,128,39,0.814875
0,19,0,128,40,0.815875
0,19,0,128,41,0.814125
0,19,0,128,42,0.815333
0,19,1,32,0,0.370250
0,19,1,32,1,0.370000
0,19,1,32,2,0.373000
0,19,1,32,3,0.370667
0,19,1,32,4,0.367375
0,19,1,32,5,0.365917
0,19,1,32,6,0.369125
0,19,1,32,7,0.369833
0,19,1,32,8,0.369042
0,19,1,32,9,0.365750
0,19,1,32,10,0.366375
0,19,1,32,11,0.365292
0,19,1,32,12,0.370250
0,19,1,32,13,0.369500
0,19,1,32,14,0.370208
0,19,1,32,15,0.368583
0,19,1,32,16,0.364167
0,19,1,32,17,0.371333
0,19,1,32,18,0.369250
0,19,1,32,19,0.365042
0,19,1,32,20,0.371542
0,19,1,32,21,0.364625
0,19,1,32,22,0.364708
0,19,1,32,23,0.369000
0,19,1,32,24,0.370375
0,19,1,32,25,0.369250
0,19,1,32,26,0.367792
0,19,1,32,27,0.365833
0,19,1,32,28,0.371375
0,19,1,32,29,0.370250
0,19,1,32,30,0.370458
0,19,1,32,31,0.370750
0,19,1,32,32,0.372417
0,19,1,32,33,0.364125
0,19,1,32,34,0.369250
0,19,1,32,35,0.366167
0,19,1,32,36,0.366875
0,19,1,32,37,0.371500
0,19,1,32,38,0.367000
0,19,1,32,39,0.369667
0,19,1,32,40,0.365167
0,19,1,32,41,0.371708
0,19,1,32,42,0.371542
0,19,2,1,0,0.253000
0,19,2,1,1,0.254042
0,19,2,1,2,0.254500
0,19,2,1,3,0.253083
0,19,2,1,4,0.254042
0,19,2,1,5,0.247917
0,19,2,1,6,0.252000
0,19,2,1,7,0.252167
0,19,2,1,8,0.253042
0,19,2,1,9,0.253583
0,19,2,1,10,0.254875
0,19,2,1,11,0.253333
0,19,2,1,12,0.253000
0,19,2,1,13,0.252000
0,19,2,1,14,0.252125
0,19,2,1,15,0.253458
0,19,2,1,16,0.251375
0,19,2,1,17,0.253917
0,19,2,1,18,0.252917
0,19,2,1,19,0.250667
0,19,2,1,20,0.251708
0,19,2,1,21,0.250500
0,19,2,1,22,0.253708
0,19,2,1,23,0.254250
0,19,2,1,24,0.250625
0,19,2,1,25,0.252333
0,19,2,1,26,0.252250
0,19,2,1,27,0.253708
0,19,2,1,28,0.253500
0,19,2,1,29,0.250500
0,19,2,1,30,0.254375
0,19,2,1,31,0.254417
0,19,2,1,32,0.251750
0,19,2,1,33,0.253625
0,19,2,1,34,0.253083
0,19,2,1,35,0.252125
0,19,2,1,36,0.250958
0,19,2,1,37,0.253083
0,19,2,1,38,0.252000
0,19,2,1,39,0.252667
0,19,2,1,40,0.252750
0,19,2,1,41,0.252375
0,19,2,1,42,0.253167
0,19,3,2,0,0.249000
0,19,3,2,1,0.249333
0,19,3,2,2,0.250958
0,19,3,2,3,0.250708
0,19,3,2,4,0.249750
0,19,3,2,5,0.246708
0,19,3,2,6,0.249500
0,19,3,2,7,0.250125
0,19,3,2,8,0.248083
0,19,3,2,9,0.248875
0,19,3,2,10,0.249125
0,19,3,2,11,0.249250
0,19,3,2,12,0.249042
0,19,3,2,13,0.249375
0,19,3,2,14,0.249125
0,19,3,2,15,0.249542
0,19,3,2,16,0.250208
0,19,3,2,17,0.249375
0,19,3,2,18,0.248875
0,19,3,2,19,0.248458
0,19,3,2,20,0.249625
0,19,3,2,21,0.248750
0,19,3,2,22,0.250333
0,19,3,2,23,0.248375
0,19,3,2,24,0.247000
0,19,3,2,25,0.249875
0,19,3,2,26,0.249750
0,19,3,2,27,0.249875
0,19,3,2,28,0.249292
0,19,3,2,29,0.250042
0,19,3,2,30,0.249250
0,19,3,2,31,0.249792
0,19,3,2,32,0.248875
0,19,3,2,33,0.249458
0,19,3,2,34,0.249542
0,19,3,2,35,0.248458
0,19,3,2,36,0.248125
0,19,3,2,37,0.247792
0,19,3,2,38,0.248750
0,19,3,2,39,0.248375
0,19,3,2,40,0.250167
0,19,3,2,41,0.249708
0,19,3,2,42,0.250875
0,19,4,0,0,0.249125
0,19,4,0,1,0.248417
0,19,4,0,2,0.248708
0,19,4,0,3,0.249500
0,19,4,0,4,0.248250
0,19,4,0,5,0.247250
0,19,4,0,6,0.248125
0,19,4,0,7,0.248458
0,19,4,0,8,0.248250
0,19,4,0,9,0.249958
0,19,4,0,10,0.249875
0,19,4,0,11,0.249875
0,19,4,0,12,0.250750
0,19,4,0,13,0.251125
0,19,4,0,14,0.248250
0,19,4,0,15,0.248833
0,19,4,0,16,0.249625
0,19,4,0,17,0.248500
0,19,4,0,18,0.250167
0,19,4,0,19,0.248125
0,19,4,0,20,0.248250
0,19,4,0,21,0.248875
0,19,4,0,22,0.249500
0,19,4,0,23,0.249958
0,19,4,0,24,0.255375
0,19,4,0,25,0.252083
0,19,4,0,26,0.248875
0,19,4,0,27,0.248667
0,19,4,0,28,0.248667
0,19,4,0,29,0.249583
0,19,4,0,30,0.247500
0,19,4,0,31,0.248625
0,19,4,0,32,0.248208
0,19,4,0,33,0.248625
0,19,4,0,34,0.250500
0,19,4,0,35,0.249333
0,19,4,0,36,0.250083
0,19,4,0,37,0.249208
0,19,4,0,38,0.249750
0,19,4,0,39,0.249792
0,19,4,0,40,0.249875
0,19,4,0,41,0.249375
0,19,4,0,42,0.249250
0,20,0,0,0,0.250000
0,20,0,0,1,0.249792
0,20,0,0,2,0.248375
0,20,0,0,3,0.249292
0,20,0,0,4,0.248958
0,20,0,0,5,0.247625
0,20,0,0,6,0.250083
0,20,0,0,7,0.250083
0,20,0,0,8,0.248833
0,20,0,0,9,0.247875
0,20,0,0,10,0.248208
0,20,0,0,11,0.249875
0,20,0,0,12,0.250000
0,20,0,0,13,0.249417
0,20,0,0,14,0.249500
0,20,0,0,15,0.250375
0,20,0,0,16,0.257750
0,20,0,0,17,0.249625
0,20,0,0,18,0.255000
0,20,0,0,19,0.250708
0,20,0,0,20,0.249167
0,20,0,0,21,0.249583
0,20,0,0,22,0.250750
0,20,0,0,23,0.251250
0,20,0,0,24,0.249833
0,20,0,0,25,0.249583
0,20,0,0,26,0.248750
0,20,0,0,27,0.249750
0,20,0,0,28,0.249875
0,20,0,0,29,0.250583
0,20,0,0,30,0.249500
0,20,0,0,31,0.250000
0,20,0,0,32,0.251083
0,20,0,0,33,0.249125
0,20,0,0,34,0.248875
0,20,0,0,35,0.250917
0,20,0,0,36,0.249917
0,20,0,0,37,0.249375
0,20,0,0,38,0.249875
0,20,0,0,39,0.250000
0,20,0,0,40,0.249000
0,20,0,0,41,0.250583
0,20,0,0,42,0.248625
0,20,1,2,0,0.251000
0,20,1,2,1,0.250125
0,20,1,2,2,0.251250
0,20,1,2,3,0.250000
0,20,1,2,4,0.250167
0,20,1,2,5,0.247500
0,20,1,2,6,0.248000
0,20,1,2,7,0.249625
0,20,1,2,8,0.249583
0,20,1,2,9,0.249625
0,20,1,2,10,0.250833
0,20,1,2,11,0.249625
0,20,1,2,12,0.248917
0,20,1,2,13,0.250083
0,20,1,2,14,0.249667
0,20,1,2,15,0.251167
0,20,1,2,16,0.254250
0,20,1,2,17,0.254417
0,20,1,2,18,0.253542
0,20,1,2,19,0.251833
0,20,1,2,20,0.250625
0,20,1,2,21,0.250833
0,20,1,2,22,0.250875
0,20,1,2,23,0.250500
0,20,1,2,24,0.256000
0,20,1,2,25,0.249333
0,20,1,2,26,0.249250
0,20,1,2,27,0.249583
0,20,1,2,28,0.250458
0,20,1,2,29,0.248625
0,20,1,2,30,0.248000
0,20,1,2,31,0.249292
0,20,1,2,32,0.249292
0,20,1,2,33,0.248708
0,20,1,2,34,0.249417
0,20,1,2,35,0.248667
0,20,1,2,36,0.249042
0,20,1,2,37,0.249792
0,20,1,2,38,0.250000
0,20,1,2,39,0.250208
0,20,1,2,40,0.250375
0,20,1,2,41,0.251292
0,20,1,2,42,0.250583
0,20,2,1,0,0.253750
0,20,2,1,1,0.253667
0,20,2,1,2,0.252625
0,20,2,1,3,0.251917
0,20,2,1,4,0.253000
0,20,2,1,5,0.247875
0,20,2,1,6,0.250875
0,20,2,1,7,0.250875
0,20,2,1,8,0.252875
0,20,2,1,9,0.253542
0,20,2,1,10,0.252250
0,20,2,1,11,0.253583
0,20,2,1,12,0.252375
0,20,2,1,13,0.253167
0,20,2,1,14,0.254125
0,20,2,1,15,0.253083
0,20,2,1,16,0.252167
0,20,2,1,17,0.250750
0,20,2,1,18,0.252667
0,20,2,1,19,0.253500
0,20,2,1,20,0.251208
0,20,2,1,21,0.251583
0,20,2,1,22,0.253625
0,20,2,1,23,0.252250
0,20,2,1,24,0.250542
0,20,2,1,25,0.253125
0,20,2,1,26,0.253500
0,20,2,1,27,0.254125
0,20,2,1,28,0.252375
0,20,2,1,29,0.252208
0,20,2,1,30,0.253750
0,20,2,1,31,0.253500
0,20,2,1,32,0.253500
0,20,2,1,33,0.252750
0,20,2,1,34,0.252792
0,20,2,1,35,0.253792
0,20,2,1,36,0.252708
0,20,2,1,37,0.252958
0,20,2,1,38,0.252500
0,20,2,1,39,0.253250
0,20,2,1,40,0.253417
0,20,2,1,41,0.253292
0,20,2,1,42,0.251625
0,20,3,32,0,0.369125
0,20,3,32,1,0.370375
0,20,3,32,2,0.368375
0,20,3,32,3,0.369625
0,20,3,32,4,0.369292
0,20,3,32,5,0.359625
0,20,3,32,6,0.370375
0,20,3,32,7,0.370000
0,20,3,32,8,0.368125
0,20,3,32,9,0.369250
0,20,3,32,10,0.371583
0,20,3,32,11,0.369667
0,20,3,32,12,0.365500
0,20,3,32,13,0.369250
0,20,3,32,14,0.368875
0,20,3,32,15,0.369208
0,20,3,32,16,0.370458
0,20,3,32,17,0.369917
0,20,3,32,18,0.371125
0,20,3,32,19,0.371125
0,20,3,32,20,0.369000
0,20,3,32,21,0.370875
0,20,3,32,22,0.370250
0,20,3,32,23,0.367875
0,20,3,32,24,0.370667
0,20,3,32,25,0.370250
0,20,3,32,26,0.368250
0,20,3,32,27,0.370542
0,20,3,32,28,0.370333
0,20,3,32,29,0.370250
0,20,3,32,30,0.368417
0,20,3,32,31,0.370083
0,20,3,32,32,0.368958
0,20,3,32,33,0.368375
0,20,3,32,34,0.369500
0,20,3,32,35,0.369083
0,20,3,32,36,0.368792
0,20,3,32,37,0.366750
0,20,3,32,38,0.360292
0,20,3,32,39,0.369792
0,20,3,32,40,0.370375
0,20,3,32,41,0.370583
0,20,3,32,42,0.370750
0,20,4,128,0,0.814750
