stratum,round,selector,layer,gpu_ms
0,31,0,7,0.248625
0,31,0,8,0.247125
0,31,0,9,0.246958
0,31,0,10,0.248625
0,31,0,11,0.247500
0,31,0,12,0.247375
0,31,0,13,0.247917
0,31,0,14,0.247542
0,31,0,15,0.248125
0,31,0,16,0.246917
0,31,0,17,0.249625
0,31,0,18,0.246667
0,31,0,19,0.248375
0,31,0,20,0.248000
0,31,0,21,0.247250
0,31,0,22,0.248583
0,31,0,23,0.247000
0,31,0,24,0.247958
0,31,0,25,0.246917
0,31,0,26,0.246500
0,31,0,27,0.248625
0,31,0,28,0.247125
0,31,0,29,0.247875
0,31,0,30,0.247000
0,31,0,31,0.245500
0,31,0,32,0.246250
0,31,0,33,0.247708
0,31,0,34,0.247500
0,31,0,35,0.248375
0,31,0,36,0.248458
0,31,0,37,0.247292
0,31,0,38,0.247458
0,31,0,39,0.247000
0,31,0,40,0.248500
0,31,0,41,0.247333
0,31,0,42,0.248625
1,0,0,0,0.249333
1,0,0,1,0.248417
1,0,0,2,0.248000
1,0,0,3,0.249000
1,0,0,4,0.248250
1,0,0,5,0.248917
1,0,0,6,0.247958
1,0,0,7,0.248000
1,0,0,8,0.248708
1,0,0,9,0.247833
1,0,0,10,0.248125
1,0,0,11,0.247708
1,0,0,12,0.247708
1,0,0,13,0.247750
1,0,0,14,0.249500
1,0,0,15,0.247667
1,0,0,16,0.249000
1,0,0,17,0.248250
1,0,0,18,0.248250
1,0,0,19,0.249000
1,0,0,20,0.248625
1,0,0,21,0.250875
1,0,0,22,0.249833
1,0,0,23,0.244000
1,0,0,24,0.247750
1,0,0,25,0.249000
1,0,0,26,0.247833
1,0,0,27,0.250292
1,0,0,28,0.246875
1,0,0,29,0.248875
1,0,0,30,0.247333
1,0,0,31,0.248375
1,0,0,32,0.249625
1,0,0,33,0.248750
1,0,0,34,0.249125
1,0,0,35,0.248542
1,0,0,36,0.248667
1,0,0,37,0.249083
1,0,0,38,0.248458
1,0,0,39,0.249250
1,0,0,40,0.248833
1,0,0,41,0.249250
1,0,0,42,0.247958
1,0,2,0,0.247917
1,0,2,1,0.249708
1,0,2,2,0.248458
1,0,2,3,0.248833
1,0,2,4,0.248208
1,0,2,5,0.248583
1,0,2,6,0.248167
1,0,2,7,0.248000
1,0,2,8,0.248083
1,0,2,9,0.248750
1,0,2,10,0.248625
1,0,2,11,0.248500
1,0,2,12,0.248458
1,0,2,13,0.249000
1,0,2,14,0.249500
1,0,2,15,0.248458
1,0,2,16,0.248833
1,0,2,17,0.248500
1,0,2,18,0.247875
1,0,2,19,0.248667
1,0,2,20,0.247250
1,0,2,21,0.248125
1,0,2,22,0.246750
1,0,2,23,0.247208
1,0,2,24,0.247750
1,0,2,25,0.247333
1,0,2,26,0.249125
1,0,2,27,0.248583
1,0,2,28,0.248000
1,0,2,29,0.247750
1,0,2,30,0.247875
1,0,2,31,0.247625
1,0,2,32,0.248000
1,0,2,33,0.248292
1,0,2,34,0.248542
1,0,2,35,0.248750
1,0,2,36,0.248250
1,0,2,37,0.247875
1,0,2,38,0.248292
1,0,2,39,0.247708
1,0,2,40,0.248625
1,0,2,41,0.248250
1,0,2,42,0.249750
1,0,3,0,0.138208
1,0,3,1,0.137583
1,0,3,2,0.136875
1,0,3,3,0.136375
1,0,3,4,0.137625
1,0,3,5,0.136792
1,0,3,6,0.137417
1,0,3,7,0.136583
1,0,3,8,0.137000
1,0,3,9,0.136750
1,0,3,10,0.137000
1,0,3,11,0.137417
1,0,3,12,0.136667
1,0,3,13,0.137167
1,0,3,14,0.137625
1,0,3,15,0.138000
1,0,3,16,0.137375
1,0,3,17,0.137583
1,0,3,18,0.137167
1,0,3,19,0.137458
1,0,3,20,0.137625
1,0,3,21,0.137250
1,0,3,22,0.137375
1,0,3,23,0.137625
1,0,3,24,0.136875
1,0,3,25,0.137083
1,0,3,26,0.136833
1,0,3,27,0.136958
1,0,3,28,0.136917
1,0,3,29,0.136833
1,0,3,30,0.137000
1,0,3,31,0.137125
1,0,3,32,0.137250
1,0,3,33,0.137125
1,0,3,34,0.139083
1,0,3,35,0.138042
1,0,3,36,0.138667
1,0,3,37,0.139000
1,0,3,38,0.137375
1,0,3,39,0.138458
1,0,3,40,0.137875
1,0,3,41,0.138458
1,0,3,42,0.137542
1,0,4,0,0.138875
1,0,4,1,0.137917
1,0,4,2,0.138167
1,0,4,3,0.137917
1,0,4,4,0.138042
1,0,4,5,0.138083
1,0,4,6,0.138500
1,0,4,7,0.137750
1,0,4,8,0.138125
1,0,4,9,0.138375
1,0,4,10,0.139000
1,0,4,11,0.138708
1,0,4,12,0.138375
1,0,4,13,0.138375
1,0,4,14,0.138417
1,0,4,15,0.138750
1,0,4,16,0.138958
1,0,4,17,0.138917
1,0,4,18,0.137667
1,0,4,19,0.138333
1,0,4,20,0.138250
1,0,4,21,0.137875
1,0,4,22,0.137417
1,0,4,23,0.138208
1,0,4,24,0.137292
1,0,4,25,0.138542
1,0,4,26,0.138042
1,0,4,27,0.141333
1,0,4,28,0.139292
1,0,4,29,0.138375
1,0,4,30,0.138500
1,0,4,31,0.138083
1,0,4,32,0.139000
1,0,4,33,0.140333
1,0,4,34,0.142625
1,0,4,35,0.185500
1,0,4,36,0.143208
1,0,4,37,0.139333
1,0,4,38,0.137750
1,0,4,39,0.140375
1,0,4,40,0.141042
1,0,4,41,0.186542
1,0,4,42,0.143083
1,1,2,0,0.250042
1,1,2,1,0.248417
1,1,2,2,0.249500
1,1,2,3,0.249042
1,1,2,4,0.247667
1,1,2,5,0.249292
1,1,2,6,0.248667
1,1,2,7,0.248750
1,1,2,8,0.248500
1,1,2,9,0.248500
1,1,2,10,0.248625
1,1,2,11,0.248625
1,1,2,12,0.247917
1,1,2,13,0.257750
1,1,2,14,0.248375
1,1,2,15,0.247625
1,1,2,16,0.248667
1,1,2,17,0.248000
1,1,2,18,0.248250
1,1,2,19,0.249250
1,1,2,20,0.247667
1,1,2,21,0.248833
1,1,2,22,0.247958
1,1,2,23,0.248375
1,1,2,24,0.248542
1,1,2,25,0.248625
1,1,2,26,0.248917
1,1,2,27,0.249000
1,1,2,28,0.247833
1,1,2,29,0.248167
1,1,2,30,0.248250
1,1,2,31,0.249250
1,1,2,32,0.249500
1,1,2,33,0.247667
1,1,2,34,0.248333
1,1,2,35,0.248875
1,1,2,36,0.247500
1,1,2,37,0.247750
1,1,2,38,0.247125
1,1,2,39,0.247667
1,1,2,40,0.249000
1,1,2,41,0.249667
1,1,2,42,0.248250
1,1,3,0,0.141292
1,1,3,1,0.186292
1,1,3,2,0.142375
1,1,3,3,0.137750
1,1,3,4,0.138583
1,1,3,5,0.137167
1,1,3,6,0.137917
1,1,3,7,0.137750
1,1,3,8,0.137250
1,1,3,9,0.137250
1,1,3,10,0.137000
1,1,3,11,0.137958
1,1,3,12,0.137250
1,1,3,13,0.138167
1,1,3,14,0.137708
1,1,3,15,0.137500
1,1,3,16,0.137542
1,1,3,17,0.136875
1,1,3,18,0.137292
1,1,3,19,0.137875
1,1,3,20,0.137375
1,1,3,21,0.137542
1,1,3,22,0.136917
1,1,3,23,0.137167
1,1,3,24,0.136792
1,1,3,25,0.137083
1,1,3,26,0.136583
1,1,3,27,0.136500
1,1,3,28,0.136542
1,1,3,29,0.136375
1,1,3,30,0.136375
1,1,3,31,0.135625
1,1,3,32,0.136042
1,1,3,33,0.135792
1,1,3,34,0.136708
1,1,3,35,0.136125
1,1,3,36,0.136000
1,1,3,37,0.136875
1,1,3,38,0.136375
1,1,3,39,0.136167
1,1,3,40,0.136833
1,1,3,41,0.137500
1,1,3,42,0.137625
1,1,4,0,0.139625
1,1,4,1,0.137958
1,1,4,2,0.137125
1,1,4,3,0.136875
1,1,4,4,0.137125
1,1,4,5,0.136958
1,1,4,6,0.137125
1,1,4,7,0.137500
1,1,4,8,0.136667
1,1,4,9,0.137042
1,1,4,10,0.136958
1,1,4,11,0.138250
1,1,4,12,0.137500
1,1,4,13,0.137375
1,1,4,14,0.139000
1,1,4,15,0.139250
1,1,4,16,0.138125
1,1,4,17,0.138625
1,1,4,18,0.138250
1,1,4,19,0.139000
1,1,4,20,0.138375
1,1,4,21,0.138083
1,1,4,22,0.137125
1,1,4,23,0.139125
1,1,4,24,0.137083
1,1,4,25,0.136625
1,1,4,26,0.136250
1,1,4,27,0.136333
1,1,4,28,0.136542
1,1,4,29,0.136125
1,1,4,30,0.136375
1,1,4,31,0.136208
1,1,4,32,0.135792
1,1,4,33,0.136125
1,1,4,34,0.137458
1,1,4,35,0.137458
1,1,4,36,0.137875
1,1,4,37,0.137625
1,1,4,38,0.137375
1,1,4,39,0.136500
1,1,4,40,0.136375
1,1,4,41,0.136958
1,1,4,42,0.136500
1,1,0,0,0.249292
1,1,0,1,0.248208
1,1,0,2,0.248500
1,1,0,3,0.248708
1,1,0,4,0.248167
1,1,0,5,0.247708
1,1,0,6,0.247417
1,1,0,7,0.248750
1,1,0,8,0.248625
1,1,0,9,0.248833
1,1,0,10,0.248958
1,1,0,11,0.249375
1,1,0,12,0.247875
1,1,0,13,0.247375
1,1,0,14,0.248292
1,1,0,15,0.247542
1,1,0,16,0.247125
1,1,0,17,0.248375
1,1,0,18,0.249000
1,1,0,19,0.249375
1,1,0,20,0.247875
1,1,0,21,0.248083
1,1,0,22,0.248083
1,1,0,23,0.249167
1,1,0,24,0.248000
1,1,0,25,0.247042
1,1,0,26,0.248000
1,1,0,27,0.248000
1,1,0,28,0.248583
1,1,0,29,0.248250
1,1,0,30,0.248625
1,1,0,31,0.249208
1,1,0,32,0.248125
1,1,0,33,0.247250
1,1,0,34,0.250208
1,1,0,35,0.248042
1,1,0,36,0.248000
1,1,0,37,0.249208
1,1,0,38,0.248292
1,1,0,39,0.249708
1,1,0,40,0.248375
1,1,0,41,0.248500
1,1,0,42,0.246958
1,2,3,0,0.137958
1,2,3,1,0.137792
1,2,3,2,0.137625
1,2,3,3,0.137083
1,2,3,4,0.137875
1,2,3,5,0.137625
1,2,3,6,0.137000
1,2,3,7,0.137625
1,2,3,8,0.137625
1,2,3,9,0.137458
1,2,3,10,0.137083
1,2,3,11,0.136625
1,2,3,12,0.136083
1,2,3,13,0.136417
1,2,3,14,0.136875
1,2,3,15,0.137375
1,2,3,16,0.137375
1,2,3,17,0.138000
1,2,3,18,0.138000
1,2,3,19,0.138000
1,2,3,20,0.137375
1,2,3,21,0.139458
1,2,3,22,0.138208
1,2,3,23,0.137375
1,2,3,24,0.136750
1,2,3,25,0.137250
1,2,3,26,0.136750
1,2,3,27,0.137458
1,2,3,28,0.137417
1,2,3,29,0.137958
1,2,3,30,0.136875
1,2,3,31,0.136500
1,2,3,32,0.136500
1,2,3,33,0.136375
1,2,3,34,0.136625
1,2,3,35,0.136500
1,2,3,36,0.136000
1,2,3,37,0.136375
1,2,3,38,0.136750
1,2,3,39,0.136500
1,2,3,40,0.137917
1,2,3,41,0.138750
1,2,3,42,0.137583
1,2,4,0,0.138167
1,2,4,1,0.137375
1,2,4,2,0.137500
1,2,4,3,0.137292
1,2,4,4,0.138500
1,2,4,5,0.138000
1,2,4,6,0.137292
1,2,4,7,0.137417
1,2,4,8,0.137708
1,2,4,9,0.137625
1,2,4,10,0.137625
1,2,4,11,0.137000
1,2,4,12,0.136875
1,2,4,13,0.137333
1,2,4,14,0.137417
1,2,4,15,0.138000
1,2,4,16,0.137750
1,2,4,17,0.137708
1,2,4,18,0.137375
1,2,4,19,0.137875
1,2,4,20,0.137417
1,2,4,21,0.137417
1,2,4,22,0.137417
1,2,4,23,0.138500
1,2,4,24,0.137708
1,2,4,25,0.137542
1,2,4,26,0.137208
1,2,4,27,0.137583
1,2,4,28,0.137417
1,2,4,29,0.138375
1,2,4,30,0.137125
1,2,4,31,0.137083
1,2,4,32,0.136583
1,2,4,33,0.136792
1,2,4,34,0.136792
1,2,4,35,0.137375
1,2,4,36,0.136583
1,2,4,37,0.136917
1,2,4,38,0.136833
1,2,4,39,0.137250
1,2,4,40,0.137375
1,2,4,41,0.137375
1,2,4,42,0.137208
1,2,0,0,0.250375
1,2,0,1,0.248250
1,2,0,2,0.248250
1,2,0,3,0.249375
1,2,0,4,0.249250
1,2,0,5,0.247375
1,2,0,6,0.247125
1,2,0,7,0.248083
1,2,0,8,0.249000
1,2,0,9,0.247625
1,2,0,10,0.248042
1,2,0,11,0.249458
1,2,0,12,0.248333
1,2,0,13,0.249083
1,2,0,14,0.248458
1,2,0,15,0.248333
1,2,0,16,0.250500
1,2,0,17,0.250125
1,2,0,18,0.249375
1,2,0,19,0.249625
1,2,0,20,0.255042
1,2,0,21,0.251125
1,2,0,22,0.248125
1,2,0,23,0.248500
1,2,0,24,0.247708
1,2,0,25,0.247250
1,2,0,26,0.249000
1,2,0,27,0.247500
1,2,0,28,0.248292
1,2,0,29,0.247875
1,2,0,30,0.247208
1,2,0,31,0.247500
1,2,0,32,0.248542
1,2,0,33,0.247417
1,2,0,34,0.246125
1,2,0,35,0.250500
1,2,0,36,0.248542
1,2,0,37,0.249167
1,2,0,38,0.246875
1,2,0,39,0.248583
1,2,0,40,0.248208
1,2,0,41,0.249125
1,2,0,42,0.248417
1,2,2,0,0.249167
1,2,2,1,0.248917
1,2,2,2,0.248292
1,2,2,3,0.249042
1,2,2,4,0.248500
1,2,2,5,0.248542
1,2,2,6,0.247292
1,2,2,7,0.247500
1,2,2,8,0.247875
1,2,2,9,0.247750
1,2,2,10,0.248583
1,2,2,11,0.249167
1,2,2,12,0.247875
1,2,2,13,0.247792
1,2,2,14,0.248667
1,2,2,15,0.248000
1,2,2,16,0.248375
1,2,2,17,0.246750
1,2,2,18,0.249000
1,2,2,19,0.248250
1,2,2,20,0.248000
1,2,2,21,0.250042
1,2,2,22,0.247792
1,2,2,23,0.247750
1,2,2,24,0.248000
1,2,2,25,0.248292
1,2,2,26,0.249833
1,2,2,27,0.248500
1,2,2,28,0.248625
1,2,2,29,0.248042
1,2,2,30,0.248625
1,2,2,31,0.248750
1,2,2,32,0.248417
1,2,2,33,0.246625
1,2,2,34,0.246708
1,2,2,35,0.249250
1,2,2,36,0.248500
1,2,2,37,0.247000
1,2,2,38,0.247958
1,2,2,39,0.248125
1,2,2,40,0.248083
1,2,2,41,0.250208
1,2,2,42,0.249250
1,3,4,0,0.142125
1,3,4,1,0.139375
1,3,4,2,0.139583
1,3,4,3,0.139542
1,3,4,4,0.138000
1,3,4,5,0.137375
1,3,4,6,0.137333
1,3,4,7,0.137167
1,3,4,8,0.136875
1,3,4,9,0.136875
1,3,4,10,0.137750
1,3,4,11,0.137042
1,3,4,12,0.137042
1,3,4,13,0.137292
1,3,4,14,0.137250
1,3,4,15,0.137167
1,3,4,16,0.137000
1,3,4,17,0.136875
1,3,4,18,0.136625
1,3,4,19,0.137042
1,3,4,20,0.136625
1,3,4,21,0.137000
1,3,4,22,0.137125
1,3,4,23,0.137083
1,3,4,24,0.136708
1,3,4,25,0.137250
1,3,4,26,0.136500
1,3,4,27,0.136958
1,3,4,28,0.137125
1,3,4,29,0.136708
1,3,4,30,0.137250
1,3,4,31,0.138750
1,3,4,32,0.138167
1,3,4,33,0.137333
1,3,4,34,0.137667
1,3,4,35,0.137375
1,3,4,36,0.137458
1,3,4,37,0.138042
1,3,4,38,0.137625
1,3,4,39,0.136542
1,3,4,40,0.136833
1,3,4,41,0.137500
1,3,4,42,0.137375
1,3,0,0,0.249375
1,3,0,1,0.248250
1,3,0,2,0.246792
1,3,0,3,0.248292
1,3,0,4,0.249375
1,3,0,5,0.247750
1,3,0,6,0.248292
1,3,0,7,0.247625
1,3,0,8,0.248375
1,3,0,9,0.248333
1,3,0,10,0.247458
1,3,0,11,0.246333
1,3,0,12,0.247083
1,3,0,13,0.246750
1,3,0,14,0.248875
1,3,0,15,0.248375
1,3,0,16,0.248000
1,3,0,17,0.247125
1,3,0,18,0.247917
1,3,0,19,0.248000
1,3,0,20,0.246375
1,3,0,21,0.249083
1,3,0,22,0.247625
1,3,0,23,0.248458
1,3,0,24,0.248000
1,3,0,25,0.247167
1,3,0,26,0.248000
1,3,0,27,0.248750
1,3,0,28,0.248708
1,3,0,29,0.248250
1,3,0,30,0.247708
1,3,0,31,0.247792
1,3,0,32,0.249458
1,3,0,33,0.248500
1,3,0,34,0.247625
1,3,0,35,0.248917
1,3,0,36,0.248750
1,3,0,37,0.248167
1,3,0,38,0.248875
1,3,0,39,0.249667
1,3,0,40,0.248417
1,3,0,41,0.247375
1,3,0,42,0.247500
1,3,2,0,0.246708
1,3,2,1,0.249000
1,3,2,2,0.249375
1,3,2,3,0.249125
1,3,2,4,0.249292
1,3,2,5,0.247625
1,3,2,6,0.248500
1,3,2,7,0.247958
1,3,2,8,0.248250
1,3,2,9,0.249417
1,3,2,10,0.247375
1,3,2,11,0.248625
1,3,2,12,0.248125
1,3,2,13,0.248042
1,3,2,14,0.247875
1,3,2,15,0.249500
1,3,2,16,0.247833
1,3,2,17,0.247875
1,3,2,18,0.249250
1,3,2,19,0.250250
1,3,2,20,0.248417
1,3,2,21,0.248875
1,3,2,22,0.249875
1,3,2,23,0.247375
1,3,2,24,0.248042
1,3,2,25,0.247375
1,3,2,26,0.249917
1,3,2,27,0.248708
1,3,2,28,0.248125
1,3,2,29,0.247667
1,3,2,30,0.246250
1,3,2,31,0.247625
1,3,2,32,0.249875
1,3,2,33,0.248917
1,3,2,34,0.248292
1,3,2,35,0.249375
1,3,2,36,0.247750
1,3,2,37,0.248417
1,3,2,38,0.248375
1,3,2,39,0.248250
1,3,2,40,0.248792
1,3,2,41,0.249083
1,3,2,42,0.248125
1,3,3,0,0.137375
1,3,3,1,0.137125
1,3,3,2,0.137042
1,3,3,3,0.136625
1,3,3,4,0.137500
1,3,3,5,0.136958
1,3,3,6,0.136667
1,3,3,7,0.136917
1,3,3,8,0.136750
1,3,3,9,0.137083
1,3,3,10,0.137375
1,3,3,11,0.136875
1,3,3,12,0.136375
1,3,3,13,0.137583
1,3,3,14,0.137083
1,3,3,15,0.137000
1,3,3,16,0.136875
1,3,3,17,0.136750
1,3,3,18,0.136583
1,3,3,19,0.137000
1,3,3,20,0.136833
1,3,3,21,0.136958
1,3,3,22,0.136667
1,3,3,23,0.137083
1,3,3,24,0.136750
1,3,3,25,0.136833
1,3,3,26,0.136792
1,3,3,27,0.137375
1,3,3,28,0.136875
1,3,3,29,0.136917
1,3,3,30,0.137542
1,3,3,31,0.136542
1,3,3,32,0.136583
1,3,3,33,0.136500
1,3,3,34,0.137208
1,3,3,35,0.136625
1,3,3,36,0.136542
1,3,3,37,0.136708
1,3,3,38,0.136750
1,3,3,39,0.136333
1,3,3,40,0.136542
1,3,3,41,0.137167
1,3,3,42,0.136500
1,4,0,0,0.249792
1,4,0,1,0.249333
1,4,0,2,0.249000
1,4,0,3,0.247625
1,4,0,4,0.248250
1,4,0,5,0.247875
1,4,0,6,0.247625
1,4,0,7,0.248208
1,4,0,8,0.248958
1,4,0,9,0.249000
1,4,0,10,0.248875
1,4,0,11,0.248958
1,4,0,12,0.247625
1,4,0,13,0.248750
1,4,0,14,0.249333
1,4,0,15,0.248917
1,4,0,16,0.251958
1,4,0,17,0.250750
1,4,0,18,0.248458
1,4,0,19,0.248875
1,4,0,20,0.248000
1,4,0,21,0.250750
1,4,0,22,0.247792
1,4,0,23,0.264250
1,4,0,24,0.247708
1,4,0,25,0.254833
1,4,0,26,0.249667
1,4,0,27,0.247667
1,4,0,28,0.248250
1,4,0,29,0.247542
1,4,0,30,0.247875
1,4,0,31,0.248000
1,4,0,32,0.246875
1,4,0,33,0.247125
1,4,0,34,0.248250
1,4,0,35,0.249333
1,4,0,36,0.248667
1,4,0,37,0.248458
1,4,0,38,0.248333
1,4,0,39,0.248208
1,4,0,40,0.247917
1,4,0,41,0.249000
1,4,0,42,0.247542
1,4,4,0,0.139833
1,4,4,1,0.138833
1,4,4,2,0.138708
1,4,4,3,0.138542
1,4,4,4,0.138875
1,4,4,5,0.138417
1,4,4,6,0.138292
1,4,4,7,0.138708
1,4,4,8,0.138292
1,4,4,9,0.138625
1,4,4,10,0.138458
1,4,4,11,0.138708
1,4,4,12,0.138250
1,4,4,13,0.138333
1,4,4,14,0.138958
1,4,4,15,0.139042
1,4,4,16,0.141333
1,4,4,17,0.141875
1,4,4,18,0.140250
1,4,4,19,0.139083
1,4,4,20,0.138375
1,4,4,21,0.138000
1,4,4,22,0.137625
1,4,4,23,0.138250
1,4,4,24,0.137583
1,4,4,25,0.138292
1,4,4,26,0.139542
1,4,4,27,0.139375
1,4,4,28,0.139625
1,4,4,29,0.139458
1,4,4,30,0.139875
1,4,4,31,0.139875
1,4,4,32,0.139542
1,4,4,33,0.139333
1,4,4,34,0.140250
1,4,4,35,0.139875
1,4,4,36,0.139375
1,4,4,37,0.139750
1,4,4,38,0.139583
1,4,4,39,0.139083
1,4,4,40,0.139083
1,4,4,41,0.140125
1,4,4,42,0.139167
1,4,3,0,0.139708
1,4,3,1,0.139917
1,4,3,2,0.139792
1,4,3,3,0.138750
1,4,3,4,0.139625
1,4,3,5,0.139125
1,4,3,6,0.139667
1,4,3,7,0.138958
1,4,3,8,0.138625
1,4,3,9,0.139083
1,4,3,10,0.139458
1,4,3,11,0.139250
1,4,3,12,0.138625
1,4,3,13,0.139250
1,4,3,14,0.139458
1,4,3,15,0.139500
1,4,3,16,0.139125
1,4,3,17,0.139000
1,4,3,18,0.139250
1,4,3,19,0.140708
1,4,3,20,0.140625
1,4,3,21,0.140958
1,4,3,22,0.140250
1,4,3,23,0.140375
1,4,3,24,0.139458
1,4,3,25,0.139250
1,4,3,26,0.138458
1,4,3,27,0.139000
1,4,3,28,0.139042
1,4,3,29,0.138875
1,4,3,30,0.138667
1,4,3,31,0.139083
1,4,3,32,0.138667
1,4,3,33,0.138917
1,4,3,34,0.139333
1,4,3,35,0.138833
1,4,3,36,0.138792
1,4,3,37,0.139250
1,4,3,38,0.138750
1,4,3,39,0.138500
1,4,3,40,0.138500
1,4,3,41,0.138500
1,4,3,42,0.138458
1,4,2,0,0.248667
1,4,2,1,0.249625
1,4,2,2,0.249500
1,4,2,3,0.249625
1,4,2,4,0.248292
1,4,2,5,0.248500
1,4,2,6,0.247583
1,4,2,7,0.248333
1,4,2,8,0.248625
1,4,2,9,0.249375
1,4,2,10,0.248625
1,4,2,11,0.248250
1,4,2,12,0.249208
1,4,2,13,0.248000
1,4,2,14,0.248500
1,4,2,15,0.247917
1,4,2,16,0.248000
1,4,2,17,0.247458
1,4,2,18,0.249625
1,4,2,19,0.250333
1,4,2,20,0.247375
1,4,2,21,0.249542
1,4,2,22,0.248125
1,4,2,23,0.249000
1,4,2,24,0.249167
1,4,2,25,0.248125
1,4,2,26,0.249000
1,4,2,27,0.247875
1,4,2,28,0.248750
1,4,2,29,0.248333
1,4,2,30,0.249000
1,4,2,31,0.247125
1,4,2,32,0.247625
1,4,2,33,0.247083
1,4,2,34,0.248625
1,4,2,35,0.249000
1,4,2,36,0.247500
1,4,2,37,0.249125
1,4,2,38,0.247458
1,4,2,39,0.247625
1,4,2,40,0.249250
1,4,2,41,0.250125
1,4,2,42,0.248333
1,5,2,0,0.249667
1,5,2,1,0.248833
1,5,2,2,0.247667
1,5,2,3,0.249000
1,5,2,4,0.248917
1,5,2,5,0.248292
1,5,2,6,0.249708
1,5,2,7,0.249333
1,5,2,8,0.248667
1,5,2,9,0.249375
1,5,2,10,0.248083
1,5,2,11,0.248875
1,5,2,12,0.248458
1,5,2,13,0.247792
1,5,2,14,0.249250
1,5,2,15,0.247792
1,5,2,16,0.248000
1,5,2,17,0.249000
1,5,2,18,0.247750
1,5,2,19,0.247375
1,5,2,20,0.247833
1,5,2,21,0.248250
1,5,2,22,0.248375
1,5,2,23,0.248375
1,5,2,24,0.248500
1,5,2,25,0.248625
1,5,2,26,0.248500
1,5,2,27,0.248583
1,5,2,28,0.248375
1,5,2,29,0.249208
1,5,2,30,0.247042
1,5,2,31,0.249375
1,5,2,32,0.248500
1,5,2,33,0.247375
1,5,2,34,0.247000
1,5,2,35,0.249917
1,5,2,36,0.248750
1,5,2,37,0.248375
1,5,2,38,0.248458
1,5,2,39,0.247375
1,5,2,40,0.248750
1,5,2,41,0.249375
1,5,2,42,0.250000
1,5,0,0,0.248917
1,5,0,1,0.249250
1,5,0,2,0.248625
1,5,0,3,0.249750
1,5,0,4,0.247625
1,5,0,5,0.248708
1,5,0,6,0.246708
1,5,0,7,0.246875
1,5,0,8,0.249375
1,5,0,9,0.247875
1,5,0,10,0.247000
1,5,0,11,0.248542
1,5,0,12,0.248250
1,5,0,13,0.248250
1,5,0,14,0.248375
1,5,0,15,0.247958
1,5,0,16,0.248375
1,5,0,17,0.247667
1,5,0,18,0.248750
1,5,0,19,0.248750
1,5,0,20,0.248375
1,5,0,21,0.248958
1,5,0,22,0.248625
1,5,0,23,0.249917
1,5,0,24,0.248417
1,5,0,25,0.247792
1,5,0,26,0.248708
1,5,0,27,0.249417
1,5,0,28,0.248375
1,5,0,29,0.248958
1,5,0,30,0.249958
1,5,0,31,0.247625
1,5,0,32,0.249833
1,5,0,33,0.248042
1,5,0,34,0.248000
1,5,0,35,0.248833
1,5,0,36,0.247833
1,5,0,37,0.247792
1,5,0,38,0.247750
1,5,0,39,0.247833
1,5,0,40,0.248833
1,5,0,41,0.249083
1,5,0,42,0.250583
1,5,4,0,0.139000
1,5,4,1,0.138375
1,5,4,2,0.138375
1,5,4,3,0.137958
1,5,4,4,0.138875
1,5,4,5,0.137875
1,5,4,6,0.140042
1,5,4,7,0.141625
1,5,4,8,0.139125
1,5,4,9,0.138375
1,5,4,10,0.138833
1,5,4,11,0.140375
1,5,4,12,0.139250
1,5,4,13,0.138667
1,5,4,14,0.139167
1,5,4,15,0.140250
1,5,4,16,0.142208
1,5,4,17,0.142083
1,5,4,18,0.185792
1,5,4,19,0.144625
1,5,4,20,0.140500
1,5,4,21,0.143083
1,5,4,22,0.185750
1,5,4,23,0.143625
1,5,4,24,0.139125
1,5,4,25,0.138875
1,5,4,26,0.139000
1,5,4,27,0.139500
1,5,4,28,0.139250
1,5,4,29,0.138583
1,5,4,30,0.139708
1,5,4,31,0.139250
1,5,4,32,0.138625
1,5,4,33,0.139167
1,5,4,34,0.139000
1,5,4,35,0.138792
1,5,4,36,0.139333
1,5,4,37,0.139625
1,5,4,38,0.139625
1,5,4,39,0.138542
1,5,4,40,0.138750
1,5,4,41,0.140000
1,5,4,42,0.139375
1,5,3,0,0.139625
1,5,3,1,0.139333
1,5,3,2,0.138833
1,5,3,3,0.138375
1,5,3,4,0.139958
1,5,3,5,0.138875
1,5,3,6,0.138917
1,5,3,7,0.139375
1,5,3,8,0.138917
1,5,3,9,0.139375
1,5,3,10,0.139167
1,5,3,11,0.139333
1,5,3,12,0.138958
1,5,3,13,0.139125
1,5,3,14,0.139875
1,5,3,15,0.139458
1,5,3,16,0.139125
1,5,3,17,0.139375
1,5,3,18,0.139333
1,5,3,19,0.139583
1,5,3,20,0.138792
1,5,3,21,0.138875
1,5,3,22,0.138500
1,5,3,23,0.139250
1,5,3,24,0.138875
1,5,3,25,0.138667
1,5,3,26,0.138708
1,5,3,27,0.139250
1,5,3,28,0.138875
1,5,3,29,0.138500
1,5,3,30,0.138500
1,5,3,31,0.138667
1,5,3,32,0.138583
1,5,3,33,0.138875
1,5,3,34,0.139167
1,5,3,35,0.139000
1,5,3,36,0.140500
1,5,3,37,0.139750
1,5,3,38,0.138708
1,5,3,39,0.139000
1,5,3,40,0.139417
1,5,3,41,0.139875
1,5,3,42,0.138958
1,6,3,0,0.139708
1,6,3,1,0.138667
1,6,3,2,0.139125
1,6,3,3,0.138167
1,6,3,4,0.139292
1,6,3,5,0.138833
1,6,3,6,0.138667
