stratum,round,selector,layer,gpu_ms
0,15,3,41,0.138333
0,15,3,42,0.137875
0,15,2,0,0.247208
0,15,2,1,0.248375
0,15,2,2,0.249042
0,15,2,3,0.247875
0,15,2,4,0.248208
0,15,2,5,0.248625
0,15,2,6,0.249250
0,15,2,7,0.248708
0,15,2,8,0.247500
0,15,2,9,0.247292
0,15,2,10,0.248125
0,15,2,11,0.248042
0,15,2,12,0.247875
0,15,2,13,0.248875
0,15,2,14,0.247500
0,15,2,15,0.248542
0,15,2,16,0.249042
0,15,2,17,0.249000
0,15,2,18,0.247792
0,15,2,19,0.248125
0,15,2,20,0.247625
0,15,2,21,0.247250
0,15,2,22,0.247500
0,15,2,23,0.248125
0,15,2,24,0.248833
0,15,2,25,0.248458
0,15,2,26,0.246500
0,15,2,27,0.249292
0,15,2,28,0.248375
0,15,2,29,0.247333
0,15,2,30,0.247583
0,15,2,31,0.245792
0,15,2,32,0.247750
0,15,2,33,0.247333
0,15,2,34,0.248875
0,15,2,35,0.247875
0,15,2,36,0.247250
0,15,2,37,0.247250
0,15,2,38,0.248542
0,15,2,39,0.249000
0,15,2,40,0.247875
0,15,2,41,0.247333
0,15,2,42,0.247500
0,15,0,0,0.247125
0,15,0,1,0.247792
0,15,0,2,0.247167
0,15,0,3,0.247542
0,15,0,4,0.249542
0,15,0,5,0.247375
0,15,0,6,0.249833
0,15,0,7,0.250375
0,15,0,8,0.247750
0,15,0,9,0.248917
0,15,0,10,0.246500
0,15,0,11,0.247500
0,15,0,12,0.248000
0,15,0,13,0.249583
0,15,0,14,0.248542
0,15,0,15,0.248167
0,15,0,16,0.247125
0,15,0,17,0.248000
0,15,0,18,0.247458
0,15,0,19,0.249083
0,15,0,20,0.247250
0,15,0,21,0.248542
0,15,0,22,0.248250
0,15,0,23,0.247292
0,15,0,24,0.248792
0,15,0,25,0.248875
0,15,0,26,0.246500
0,15,0,27,0.247250
0,15,0,28,0.248750
0,15,0,29,0.247917
0,15,0,30,0.247375
0,15,0,31,0.245750
0,15,0,32,0.247917
0,15,0,33,0.248125
0,15,0,34,0.249250
0,15,0,35,0.249083
0,15,0,36,0.248125
0,15,0,37,0.249042
0,15,0,38,0.247292
0,15,0,39,0.247500
0,15,0,40,0.247833
0,15,0,41,0.247125
0,15,0,42,0.247458
0,16,0,0,0.247833
0,16,0,1,0.248000
0,16,0,2,0.248042
0,16,0,3,0.247417
0,16,0,4,0.248792
0,16,0,5,0.247458
0,16,0,6,0.248083
0,16,0,7,0.246875
0,16,0,8,0.248250
0,16,0,9,0.247625
0,16,0,10,0.248042
0,16,0,11,0.248500
0,16,0,12,0.247125
0,16,0,13,0.248125
0,16,0,14,0.248250
0,16,0,15,0.248125
0,16,0,16,0.248792
0,16,0,17,0.248417
0,16,0,18,0.248917
0,16,0,19,0.248750
0,16,0,20,0.248250
0,16,0,21,0.247708
0,16,0,22,0.248750
0,16,0,23,0.247375
0,16,0,24,0.248542
0,16,0,25,0.247542
0,16,0,26,0.248583
0,16,0,27,0.247458
0,16,0,28,0.248042
0,16,0,29,0.247958
0,16,0,30,0.248125
0,16,0,31,0.248458
0,16,0,32,0.248250
0,16,0,33,0.248250
0,16,0,34,0.247000
0,16,0,35,0.249208
0,16,0,36,0.247625
0,16,0,37,0.248917
0,16,0,38,0.248542
0,16,0,39,0.247875
0,16,0,40,0.248375
0,16,0,41,0.248750
0,16,0,42,0.249000
0,16,2,0,0.249792
0,16,2,1,0.249250
0,16,2,2,0.247500
0,16,2,3,0.247042
0,16,2,4,0.247792
0,16,2,5,0.247292
0,16,2,6,0.248375
0,16,2,7,0.248292
0,16,2,8,0.248000
0,16,2,9,0.247667
0,16,2,10,0.247375
0,16,2,11,0.248125
0,16,2,12,0.247917
0,16,2,13,0.248167
0,16,2,14,0.248292
0,16,2,15,0.249375
0,16,2,16,0.247375
0,16,2,17,0.249750
0,16,2,18,0.247875
0,16,2,19,0.248417
0,16,2,20,0.246542
0,16,2,21,0.248042
0,16,2,22,0.247875
0,16,2,23,0.247875
0,16,2,24,0.247875
0,16,2,25,0.247917
0,16,2,26,0.248125
0,16,2,27,0.248250
0,16,2,28,0.248875
0,16,2,29,0.247583
0,16,2,30,0.247125
0,16,2,31,0.247542
0,16,2,32,0.245208
0,16,2,33,0.247250
0,16,2,34,0.247375
0,16,2,35,0.248375
0,16,2,36,0.247708
0,16,2,37,0.248958
0,16,2,38,0.248375
0,16,2,39,0.246875
0,16,2,40,0.249458
0,16,2,41,0.247333
0,16,2,42,0.248458
0,16,3,0,0.138917
0,16,3,1,0.137875
0,16,3,2,0.138000
0,16,3,3,0.138208
0,16,3,4,0.137667
0,16,3,5,0.137750
0,16,3,6,0.137875
0,16,3,7,0.138083
0,16,3,8,0.138042
0,16,3,9,0.137542
0,16,3,10,0.137667
0,16,3,11,0.137583
0,16,3,12,0.138375
0,16,3,13,0.137542
0,16,3,14,0.138000
0,16,3,15,0.137875
0,16,3,16,0.138042
0,16,3,17,0.137750
0,16,3,18,0.138000
0,16,3,19,0.137875
0,16,3,20,0.138250
0,16,3,21,0.137875
0,16,3,22,0.137667
0,16,3,23,0.137458
0,16,3,24,0.138125
0,16,3,25,0.137667
0,16,3,26,0.137500
0,16,3,27,0.138250
0,16,3,28,0.138375
0,16,3,29,0.138458
0,16,3,30,0.137833
0,16,3,31,0.138000
0,16,3,32,0.137958
0,16,3,33,0.137750
0,16,3,34,0.140500
0,16,3,35,0.139125
0,16,3,36,0.138208
0,16,3,37,0.138292
0,16,3,38,0.138625
0,16,3,39,0.137708
0,16,3,40,0.138125
0,16,3,41,0.138250
0,16,3,42,0.136958
0,16,4,0,0.138208
0,16,4,1,0.138042
0,16,4,2,0.137750
0,16,4,3,0.137875
0,16,4,4,0.137417
0,16,4,5,0.137583
0,16,4,6,0.137750
0,16,4,7,0.137542
0,16,4,8,0.138125
0,16,4,9,0.138125
0,16,4,10,0.137625
0,16,4,11,0.137375
0,16,4,12,0.137708
0,16,4,13,0.138042
0,16,4,14,0.138125
0,16,4,15,0.137458
0,16,4,16,0.137792
0,16,4,17,0.137333
0,16,4,18,0.138375
0,16,4,19,0.138125
0,16,4,20,0.137875
0,16,4,21,0.137917
0,16,4,22,0.138375
0,16,4,23,0.137917
0,16,4,24,0.138375
0,16,4,25,0.137500
0,16,4,26,0.137667
0,16,4,27,0.138292
0,16,4,28,0.138083
0,16,4,29,0.137750
0,16,4,30,0.138042
0,16,4,31,0.137833
0,16,4,32,0.137833
0,16,4,33,0.138083
0,16,4,34,0.138500
0,16,4,35,0.139000
0,16,4,36,0.137667
0,16,4,37,0.137875
0,16,4,38,0.138250
0,16,4,39,0.137958
0,16,4,40,0.137917
0,16,4,41,0.137750
0,16,4,42,0.137333
0,17,2,0,0.248167
0,17,2,1,0.248667
0,17,2,2,0.247125
0,17,2,3,0.247208
0,17,2,4,0.248875
0,17,2,5,0.247000
0,17,2,6,0.248500
0,17,2,7,0.248625
0,17,2,8,0.247958
0,17,2,9,0.248625
0,17,2,10,0.248625
0,17,2,11,0.249500
0,17,2,12,0.248167
0,17,2,13,0.248375
0,17,2,14,0.249125
0,17,2,15,0.248292
0,17,2,16,0.249625
0,17,2,17,0.248417
0,17,2,18,0.247750
0,17,2,19,0.248708
0,17,2,20,0.248750
0,17,2,21,0.248333
0,17,2,22,0.248375
0,17,2,23,0.247750
0,17,2,24,0.248708
0,17,2,25,0.247917
0,17,2,26,0.246458
0,17,2,27,0.249625
0,17,2,28,0.247875
0,17,2,29,0.247833
0,17,2,30,0.248250
0,17,2,31,0.247750
0,17,2,32,0.248500
0,17,2,33,0.247625
0,17,2,34,0.247208
0,17,2,35,0.248500
0,17,2,36,0.247000
0,17,2,37,0.249000
0,17,2,38,0.248375
0,17,2,39,0.248000
0,17,2,40,0.248958
0,17,2,41,0.248125
0,17,2,42,0.249875
0,17,3,0,0.138667
0,17,3,1,0.138542
0,17,3,2,0.140375
0,17,3,3,0.174042
0,17,3,4,0.160292
0,17,3,5,0.141625
0,17,3,6,0.139292
0,17,3,7,0.139000
0,17,3,8,0.140375
0,17,3,9,0.186708
0,17,3,10,0.144625
0,17,3,11,0.138083
0,17,3,12,0.141250
0,17,3,13,0.139542
0,17,3,14,0.139000
0,17,3,15,0.138042
0,17,3,16,0.137875
0,17,3,17,0.139417
0,17,3,18,0.139250
0,17,3,19,0.139458
0,17,3,20,0.137958
0,17,3,21,0.139083
0,17,3,22,0.139000
0,17,3,23,0.137500
0,17,3,24,0.138417
0,17,3,25,0.137625
0,17,3,26,0.138625
0,17,3,27,0.139500
0,17,3,28,0.138875
0,17,3,29,0.138375
0,17,3,30,0.137750
0,17,3,31,0.139708
0,17,3,32,0.139625
0,17,3,33,0.139500
0,17,3,34,0.140250
0,17,3,35,0.140625
0,17,3,36,0.138583
0,17,3,37,0.137875
0,17,3,38,0.138250
0,17,3,39,0.138875
0,17,3,40,0.137833
0,17,3,41,0.137625
0,17,3,42,0.137500
0,17,4,0,0.139125
0,17,4,1,0.139625
0,17,4,2,0.139458
0,17,4,3,0.138250
0,17,4,4,0.138125
0,17,4,5,0.138792
0,17,4,6,0.138250
0,17,4,7,0.137625
0,17,4,8,0.137875
0,17,4,9,0.138333
0,17,4,10,0.137375
0,17,4,11,0.137083
0,17,4,12,0.137625
0,17,4,13,0.137750
0,17,4,14,0.137875
0,17,4,15,0.138333
0,17,4,16,0.137750
0,17,4,17,0.138250
0,17,4,18,0.137875
0,17,4,19,0.137875
0,17,4,20,0.138333
0,17,4,21,0.138250
0,17,4,22,0.138667
0,17,4,23,0.138292
0,17,4,24,0.137875
0,17,4,25,0.138250
0,17,4,26,0.137292
0,17,4,27,0.138958
0,17,4,28,0.138417
0,17,4,29,0.138500
0,17,4,30,0.138375
0,17,4,31,0.137750
0,17,4,32,0.137542
0,17,4,33,0.138500
0,17,4,34,0.139000
0,17,4,35,0.139250
0,17,4,36,0.138375
0,17,4,37,0.138875
0,17,4,38,0.139000
0,17,4,39,0.138125
0,17,4,40,0.138083
0,17,4,41,0.138625
0,17,4,42,0.138125
0,17,0,0,0.248125
0,17,0,1,0.248500
0,17,0,2,0.248250
0,17,0,3,0.246375
0,17,0,4,0.247375
0,17,0,5,0.247750
0,17,0,6,0.248042
0,17,0,7,0.248125
0,17,0,8,0.247250
0,17,0,9,0.247000
0,17,0,10,0.246792
0,17,0,11,0.247417
0,17,0,12,0.248917
0,17,0,13,0.248708
0,17,0,14,0.247667
0,17,0,15,0.248000
0,17,0,16,0.248500
0,17,0,17,0.248000
0,17,0,18,0.248042
0,17,0,19,0.247167
0,17,0,20,0.247875
0,17,0,21,0.247958
0,17,0,22,0.249750
0,17,0,23,0.248125
0,17,0,24,0.248375
0,17,0,25,0.246833
0,17,0,26,0.246875
0,17,0,27,0.247792
0,17,0,28,0.248417
0,17,0,29,0.249792
0,17,0,30,0.248208
0,17,0,31,0.246125
0,17,0,32,0.246083
0,17,0,33,0.248625
0,17,0,34,0.248375
0,17,0,35,0.248667
0,17,0,36,0.247708
0,17,0,37,0.247917
0,17,0,38,0.248250
0,17,0,39,0.247875
0,17,0,40,0.249083
0,17,0,41,0.247500
0,17,0,42,0.249250
0,18,3,0,0.138417
0,18,3,1,0.137750
0,18,3,2,0.137875
0,18,3,3,0.138083
0,18,3,4,0.137875
0,18,3,5,0.137625
0,18,3,6,0.137625
0,18,3,7,0.138208
0,18,3,8,0.138208
0,18,3,9,0.138167
0,18,3,10,0.137917
0,18,3,11,0.137750
0,18,3,12,0.138000
0,18,3,13,0.137458
0,18,3,14,0.138125
0,18,3,15,0.138000
0,18,3,16,0.137875
0,18,3,17,0.137667
0,18,3,18,0.138250
0,18,3,19,0.138000
0,18,3,20,0.138125
0,18,3,21,0.138250
0,18,3,22,0.138500
0,18,3,23,0.138208
0,18,3,24,0.137917
0,18,3,25,0.138167
0,18,3,26,0.138125
0,18,3,27,0.138708
0,18,3,28,0.138250
0,18,3,29,0.137667
0,18,3,30,0.137917
0,18,3,31,0.138458
0,18,3,32,0.137750
0,18,3,33,0.138500
0,18,3,34,0.138000
0,18,3,35,0.138917
0,18,3,36,0.138875
0,18,3,37,0.138250
0,18,3,38,0.138083
0,18,3,39,0.138250
0,18,3,40,0.138250
0,18,3,41,0.138750
0,18,3,42,0.138000
0,18,4,0,0.138708
0,18,4,1,0.138125
0,18,4,2,0.138208
0,18,4,3,0.138583
0,18,4,4,0.138208
0,18,4,5,0.138583
0,18,4,6,0.137750
0,18,4,7,0.138250
0,18,4,8,0.138417
0,18,4,9,0.137875
0,18,4,10,0.137500
0,18,4,11,0.137875
0,18,4,12,0.138208
0,18,4,13,0.138083
0,18,4,14,0.137750
0,18,4,15,0.137750
0,18,4,16,0.139625
0,18,4,17,0.138125
0,18,4,18,0.137875
0,18,4,19,0.139042
0,18,4,20,0.138458
0,18,4,21,0.138333
0,18,4,22,0.138708
0,18,4,23,0.138458
0,18,4,24,0.138000
0,18,4,25,0.138375
0,18,4,26,0.138000
0,18,4,27,0.144875
0,18,4,28,0.138750
0,18,4,29,0.137917
0,18,4,30,0.138125
0,18,4,31,0.138375
0,18,4,32,0.137708
0,18,4,33,0.138125
0,18,4,34,0.138458
0,18,4,35,0.138458
0,18,4,36,0.138250
0,18,4,37,0.138292
0,18,4,38,0.138750
0,18,4,39,0.138458
0,18,4,40,0.138708
0,18,4,41,0.138083
0,18,4,42,0.137208
0,18,0,0,0.247333
0,18,0,1,0.248125
0,18,0,2,0.248542
0,18,0,3,0.248000
0,18,0,4,0.248458
0,18,0,5,0.247792
0,18,0,6,0.248417
0,18,0,7,0.246333
0,18,0,8,0.248250
0,18,0,9,0.248708
0,18,0,10,0.247208
0,18,0,11,0.247667
0,18,0,12,0.246417
0,18,0,13,0.248292
0,18,0,14,0.247750
0,18,0,15,0.247792
0,18,0,16,0.247667
0,18,0,17,0.246083
0,18,0,18,0.248167
0,18,0,19,0.247750
0,18,0,20,0.248167
0,18,0,21,0.246750
0,18,0,22,0.248958
0,18,0,23,0.247958
0,18,0,24,0.247792
0,18,0,25,0.247458
0,18,0,26,0.247750
0,18,0,27,0.248125
0,18,0,28,0.248375
0,18,0,29,0.248375
0,18,0,30,0.248500
0,18,0,31,0.246500
0,18,0,32,0.247250
0,18,0,33,0.247042
0,18,0,34,0.249167
0,18,0,35,0.249833
0,18,0,36,0.247458
0,18,0,37,0.248292
0,18,0,38,0.248750
0,18,0,39,0.247375
0,18,0,40,0.247250
0,18,0,41,0.247542
0,18,0,42,0.247750
0,18,2,0,0.248500
0,18,2,1,0.248125
0,18,2,2,0.247792
0,18,2,3,0.246750
0,18,2,4,0.247875
0,18,2,5,0.247833
0,18,2,6,0.247875
0,18,2,7,0.248125
0,18,2,8,0.248083
0,18,2,9,0.248792
0,18,2,10,0.248250
0,18,2,11,0.249042
0,18,2,12,0.248500
0,18,2,13,0.247500
0,18,2,14,0.248542
0,18,2,15,0.247833
0,18,2,16,0.247875
0,18,2,17,0.248250
0,18,2,18,0.248375
0,18,2,19,0.248625
0,18,2,20,0.247875
0,18,2,21,0.247583
0,18,2,22,0.248125
0,18,2,23,0.247292
0,18,2,24,0.247625
0,18,2,25,0.249125
0,18,2,26,0.247250
0,18,2,27,0.249333
0,18,2,28,0.249250
0,18,2,29,0.246875
0,18,2,30,0.247917
0,18,2,31,0.245583
0,18,2,32,0.247292
0,18,2,33,0.249500
0,18,2,34,0.249542
0,18,2,35,0.248917
0,18,2,36,0.246875
0,18,2,37,0.248083
0,18,2,38,0.248500
0,18,2,39,0.247625
0,18,2,40,0.247708
0,18,2,41,0.248625
0,18,2,42,0.249167
0,19,4,0,0.138500
0,19,4,1,0.137958
0,19,4,2,0.138125
0,19,4,3,0.138042
0,19,4,4,0.138000
0,19,4,5,0.138000
0,19,4,6,0.138375
0,19,4,7,0.138250
0,19,4,8,0.138250
0,19,4,9,0.138417
0,19,4,10,0.138167
0,19,4,11,0.137125
0,19,4,12,0.138875
0,19,4,13,0.138125
0,19,4,14,0.139417
0,19,4,15,0.138000
0,19,4,16,0.137917
0,19,4,17,0.137625
0,19,4,18,0.138125
0,19,4,19,0.138833
0,19,4,20,0.139208
0,19,4,21,0.140000
0,19,4,22,0.139750
0,19,4,23,0.138000
0,19,4,24,0.138083
0,19,4,25,0.137875
0,19,4,26,0.137667
0,19,4,27,0.138625
0,19,4,28,0.139250
0,19,4,29,0.137875
0,19,4,30,0.138167
0,19,4,31,0.138375
0,19,4,32,0.138125
0,19,4,33,0.138625
0,19,4,34,0.138792
0,19,4,35,0.138625
0,19,4,36,0.138083
0,19,4,37,0.137958
0,19,4,38,0.138292
0,19,4,39,0.138083
0,19,4,40,0.138250
0,19,4,41,0.138417
0,19,4,42,0.138000
0,19,0,0,0.247750
0,19,0,1,0.247875
0,19,0,2,0.247833
0,19,0,3,0.248750
0,19,0,4,0.247125
0,19,0,5,0.248333
0,19,0,6,0.248250
0,19,0,7,0.247250
0,19,0,8,0.247875
0,19,0,9,0.247292
0,19,0,10,0.248375
0,19,0,11,0.247250
0,19,0,12,0.246875
0,19,0,13,0.248417
0,19,0,14,0.247667
0,19,0,15,0.249375
0,19,0,16,0.247667
0,19,0,17,0.248708
0,19,0,18,0.247875
0,19,0,19,0.248500
0,19,0,20,0.249375
0,19,0,21,0.247375
0,19,0,22,0.247125
0,19,0,23,0.248125
0,19,0,24,0.246292
0,19,0,25,0.248542
0,19,0,26,0.247125
0,19,0,27,0.248583
0,19,0,28,0.248250
0,19,0,29,0.248208
0,19,0,30,0.247292
0,19,0,31,0.245542
0,19,0,32,0.247375
0,19,0,33,0.246417
0,19,0,34,0.248333
0,19,0,35,0.247958
0,19,0,36,0.247667
0,19,0,37,0.246583
0,19,0,38,0.248708
0,19,0,39,0.248500
0,19,0,40,0.246042
0,19,0,41,0.245958
0,19,0,42,0.247417
0,19,2,0,0.248250
0,19,2,1,0.247750
0,19,2,2,0.247625
0,19,2,3,0.246500
0,19,2,4,0.247708
0,19,2,5,0.249292
0,19,2,6,0.248875
0,19,2,7,0.248750
0,19,2,8,0.247000
0,19,2,9,0.248375
0,19,2,10,0.248625
0,19,2,11,0.248375
0,19,2,12,0.248500
0,19,2,13,0.247625
0,19,2,14,0.249167
0,19,2,15,0.248750
0,19,2,16,0.247625
0,19,2,17,0.249708
0,19,2,18,0.247375
0,19,2,19,0.248208
0,19,2,20,0.249333
0,19,2,21,0.247000
0,19,2,22,0.249917
0,19,2,23,0.246125
0,19,2,24,0.247625
0,19,2,25,0.249000
0,19,2,26,0.248250
0,19,2,27,0.247958
0,19,2,28,0.249250
0,19,2,29,0.248333
0,19,2,30,0.247125
0,19,2,31,0.247500
0,19,2,32,0.247917
0,19,2,33,0.248167
0,19,2,34,0.247667
0,19,2,35,0.247917
0,19,2,36,0.247917
0,19,2,37,0.249250
0,19,2,38,0.246458
0,19,2,39,0.247667
0,19,2,40,0.248500
0,19,2,41,0.247625
0,19,2,42,0.248250
0,19,3,0,0.138833
0,19,3,1,0.138125
0,19,3,2,0.138000
0,19,3,3,0.138500
0,19,3,4,0.137875
0,19,3,5,0.137625
0,19,3,6,0.137917
0,19,3,7,0.138042
0,19,3,8,0.138792
0,19,3,9,0.138750
0,19,3,10,0.138125
0,19,3,11,0.137542
0,19,3,12,0.138458
0,19,3,13,0.138167
0,19,3,14,0.138750
0,19,3,15,0.137917
0,19,3,16,0.138375
0,19,3,17,0.138250
0,19,3,18,0.138333
0,19,3,19,0.141250
0,19,3,20,0.142292
0,19,3,21,0.140375
0,19,3,22,0.142750
0,19,3,23,0.141000
0,19,3,24,0.140333
0,19,3,25,0.140208
0,19,3,26,0.140625
0,19,3,27,0.138875
0,19,3,28,0.138333
0,19,3,29,0.138000
0,19,3,30,0.138750
0,19,3,31,0.138250
0,19,3,32,0.138125
0,19,3,33,0.138000
0,19,3,34,0.138250
0,19,3,35,0.139250
0,19,3,36,0.138292
0,19,3,37,0.138500
0,19,3,38,0.138083
0,19,3,39,0.138583
0,19,3,40,0.138500
0,19,3,41,0.138167
0,19,3,42,0.137625
0,20,0,0,0.249125
0,20,0,1,0.247500
0,20,0,2,0.248042
0,20,0,3,0.249417
0,20,0,4,0.247250
0,20,0,5,0.248375
0,20,0,6,0.247667
0,20,0,7,0.248625
0,20,0,8,0.248792
0,20,0,9,0.247125
0,20,0,10,0.247125
0,20,0,11,0.248000
0,20,0,12,0.247458
0,20,0,13,0.248375
0,20,0,14,0.247500
0,20,0,15,0.248375
0,20,0,16,0.248125
0,20,0,17,0.248500
0,20,0,18,0.247125
0,20,0,19,0.250250
0,20,0,20,0.248500
0,20,0,21,0.248167
0,20,0,22,0.247958
0,20,0,23,0.247667
0,20,0,24,0.248375
0,20,0,25,0.248500
0,20,0,26,0.247583
0,20,0,27,0.248792
0,20,0,28,0.248125
0,20,0,29,0.247833
0,20,0,30,0.249083
0,20,0,31,0.245958
0,20,0,32,0.248042
0,20,0,33,0.246542
0,20,0,34,0.247750
0,20,0,35,0.249000
0,20,0,36,0.248958
0,20,0,37,0.249375
0,20,0,38,0.246917
0,20,0,39,0.247875
0,20,0,40,0.247083
0,20,0,41,0.247625
0,20,0,42,0.248250
0,20,4,0,0.137250
0,20,4,1,0.137000
0,20,4,2,0.136625
0,20,4,3,0.137125
0,20,4,4,0.136625
0,20,4,5,0.136500
0,20,4,6,0.136625
0,20,4,7,0.137000
0,20,4,8,0.136500
0,20,4,9,0.136833
0,20,4,10,0.137250
0,20,4,11,0.137167
0,20,4,12,0.137792
0,20,4,13,0.136500
0,20,4,14,0.137000
0,20,4,15,0.136208
0,20,4,16,0.136875
0,20,4,17,0.136583
0,20,4,18,0.137458
0,20,4,19,0.137583
0,20,4,20,0.136958
0,20,4,21,0.137000
0,20,4,22,0.137333
0,20,4,23,0.136917
0,20,4,24,0.136625
0,20,4,25,0.136958
0,20,4,26,0.137042
0,20,4,27,0.137958
0,20,4,28,0.137125
0,20,4,29,0.137000
0,20,4,30,0.137333
0,20,4,31,0.137167
0,20,4,32,0.140083
0,20,4,33,0.138708
0,20,4,34,0.138250
0,20,4,35,0.138292
0,20,4,36,0.137500
0,20,4,37,0.137292
0,20,4,38,0.140125
0,20,4,39,0.172667
0,20,4,40,0.161083
0,20,4,41,0.142417
0,20,4,42,0.137542
0,20,3,0,0.139250
0,20,3,1,0.140083
0,20,3,2,0.185500
0,20,3,3,0.142083
0,20,3,4,0.138250
0,20,3,5,0.138292
0,20,3,6,0.137250
0,20,3,7,0.137458
0,20,3,8,0.137500
0,20,3,9,0.137417
0,20,3,10,0.136875
0,20,3,11,0.136625
0,20,3,12,0.136875
0,20,3,13,0.136875
0,20,3,14,0.137583
0,20,3,15,0.137125
0,20,3,16,0.137458
0,20,3,17,0.137125
0,20,3,18,0.137000
0,20,3,19,0.137375
0,20,3,20,0.137875
0,20,3,21,0.137917
0,20,3,22,0.138125
0,20,3,23,0.138875
0,20,3,24,0.137375
0,20,3,25,0.137708
0,20,3,26,0.137625
0,20,3,27,0.137917
0,20,3,28,0.137000
0,20,3,29,0.136792
0,20,3,30,0.137083
0,20,3,31,0.137125
0,20,3,32,0.136500
0,20,3,33,0.136917
0,20,3,34,0.136958
0,20,3,35,0.137750
0,20,3,36,0.137125
0,20,3,37,0.136750
0,20,3,38,0.137000
0,20,3,39,0.136875
0,20,3,40,0.137000
0,20,3,41,0.136750
0,20,3,42,0.136375
0,20,2,0,0.247708
0,20,2,1,0.248042
0,20,2,2,0.249208
0,20,2,3,0.247125
0,20,2,4,0.247792
0,20,2,5,0.248458
0,20,2,6,0.248667
0,20,2,7,0.247250
0,20,2,8,0.247250
0,20,2,9,0.246750
0,20,2,10,0.248417
0,20,2,11,0.247792
0,20,2,12,0.247542
0,20,2,13,0.248250
0,20,2,14,0.248750
0,20,2,15,0.248667
0,20,2,16,0.248875
0,20,2,17,0.249625
0,20,2,18,0.247500
0,20,2,19,0.249125
0,20,2,20,0.248250
0,20,2,21,0.247750
0,20,2,22,0.248458
0,20,2,23,0.247625
0,20,2,24,0.248375
0,20,2,25,0.248125
0,20,2,26,0.247750
0,20,2,27,0.247375
0,20,2,28,0.248125
0,20,2,29,0.248000
0,20,2,30,0.247750
0,20,2,31,0.247292
0,20,2,32,0.245875
0,20,2,33,0.246583
0,20,2,34,0.247542
0,20,2,35,0.248625
0,20,2,36,0.247417
0,20,2,37,0.247250
0,20,2,38,0.247375
0,20,2,39,0.249583
0,20,2,40,0.248250
0,20,2,41,0.246542
0,20,2,42,0.247125
0,21,2,0,0.247583
0,21,2,1,0.247667
0,21,2,2,0.247250
0,21,2,3,0.246958
0,21,2,4,0.248125
0,21,2,5,0.247667
0,21,2,6,0.248667
0,21,2,7,0.248000
0,21,2,8,0.248417
0,21,2,9,0.247500
0,21,2,10,0.249375
0,21,2,11,0.248500
0,21,2,12,0.248000
0,21,2,13,0.247958
0,21,2,14,0.248375
0,21,2,15,0.248875
0,21,2,16,0.247375
0,21,2,17,0.246875
0,21,2,18,0.248375
0,21,2,19,0.248750
0,21,2,20,0.248625
0,21,2,21,0.247375
0,21,2,22,0.248500
0,21,2,23,0.246750
0,21,2,24,0.249333
0,21,2,25,0.248500
0,21,2,26,0.248917
0,21,2,27,0.248333
0,21,2,28,0.247875
0,21,2,29,0.249042
0,21,2,30,0.248667
0,21,2,31,0.246292
0,21,2,32,0.247958
0,21,2,33,0.248750
0,21,2,34,0.247250
0,21,2,35,0.247625
0,21,2,36,0.248000
0,21,2,37,0.248500
0,21,2,38,0.247750
0,21,2,39,0.248750
0,21,2,40,0.248500
0,21,2,41,0.247583
0,21,2,42,0.247083
0,21,0,0,0.248083
0,21,0,1,0.247500
0,21,0,2,0.248750
0,21,0,3,0.247000
0,21,0,4,0.247625
0,21,0,5,0.247083
0,21,0,6,0.247292
0,21,0,7,0.247750
0,21,0,8,0.247708
0,21,0,9,0.247542
0,21,0,10,0.247708
0,21,0,11,0.248042
0,21,0,12,0.248667
0,21,0,13,0.247625
0,21,0,14,0.246917
0,21,0,15,0.249458
0,21,0,16,0.260750
0,21,0,17,0.255125
0,21,0,18,0.247292
0,21,0,19,0.249417
0,21,0,20,0.248125
0,21,0,21,0.247625
0,21,0,22,0.248125
0,21,0,23,0.247500
0,21,0,24,0.248333
0,21,0,25,0.246375
0,21,0,26,0.248750
0,21,0,27,0.247542
0,21,0,28,0.248583
0,21,0,29,0.247625
0,21,0,30,0.247875
0,21,0,31,0.244542
0,21,0,32,0.248417
0,21,0,33,0.246792
0,21,0,34,0.248625
0,21,0,35,0.248083
0,21,0,36,0.247500
0,21,0,37,0.248667
0,21,0,38,0.247625
0,21,0,39,0.247792
0,21,0,40,0.247917
0,21,0,41,0.247792
0,21,0,42,0.247542
0,21,4,0,0.141042
0,21,4,1,0.138958
0,21,4,2,0.138250
0,21,4,3,0.138833
0,21,4,4,0.138500
0,21,4,5,0.137625
0,21,4,6,0.137250
0,21,4,7,0.137792
0,21,4,8,0.138042
0,21,4,9,0.137792
0,21,4,10,0.137083
0,21,4,11,0.138042
0,21,4,12,0.137542
0,21,4,13,0.137833
0,21,4,14,0.137458
0,21,4,15,0.139542
0,21,4,16,0.137875
0,21,4,17,0.138250
0,21,4,18,0.138125
0,21,4,19,0.138125
0,21,4,20,0.138167
0,21,4,21,0.138125
0,21,4,22,0.138083
0,21,4,23,0.137875
0,21,4,24,0.137875
0,21,4,25,0.138125
0,21,4,26,0.137750
0,21,4,27,0.138417
0,21,4,28,0.138125
0,21,4,29,0.139083
0,21,4,30,0.139583
0,21,4,31,0.138500
0,21,4,32,0.137583
0,21,4,33,0.138208
0,21,4,34,0.138125
0,21,4,35,0.139125
0,21,4,36,0.138083
0,21,4,37,0.137333
0,21,4,38,0.137875
0,21,4,39,0.138167
0,21,4,40,0.137875
